uid,name,longitude,latitude,free_bikes,empty_slots,entertainment,education,dining,park,shopping,metro_station,library,financial
7701,Roncesvalles Ave / Fermanagh Ave,-79.446895,43.6467433,2,17,7,10,56,6,83,0,3,4
7216,Wellington St W / Stafford St,-79.40966630000001,43.6409957,2,19,24,15,216,12,174,0,1,20
7702,111 Broadview Ave,-79.34993659999999,43.6593483,8,9,13,18,74,18,63,0,2,11
7691,Christie St / Dupont St,-79.421192,43.67168,13,6,17,17,89,6,71,0,2,6
7050,Richmond St E / Jarvis St Green P,-79.374222,43.652634,9,7,62,81,377,30,382,6,9,118
7037,Bathurst St / Dundas St W,-79.4060978,43.6519501,9,17,19,33,415,11,315,0,4,36
7703,Oak St / Sackville St,-79.3641171,43.6613642,10,9,9,20,84,15,96,0,4,11
7704,24 Mountjoy Ave,-79.3304491,43.6808774,4,15,3,14,62,1,54,1,2,9
7705,Colgate Ave / Carlaw Ave,-79.3413344,43.6623658,16,3,9,14,96,11,81,0,3,12
7706,Felstead Ave/Gillard Ave (Monarch Park),-79.3263159,43.6791345,9,18,7,17,63,3,45,1,2,8
7686,Lower Jarvis / The Esplanade,-79.3704721,43.6478206,12,3,51,50,258,24,335,4,2,78
7707,Coronation Park (Martin Goodman Trail),-79.40352209999999,43.635495,9,8,17,10,85,16,26,0,1,11
7708,101 Cedarvale Ave,-79.3110942,43.6868681,0,19,3,9,23,2,30,0,1,8
7699,St Clair Ave W / Oakwood Ave,-79.435364,43.678177,9,6,3,12,51,2,56,0,3,5
7709,Beltline Trail / Yonge St,-79.39504339999999,43.6962302,7,16,2,26,63,3,60,2,2,13
7627,Shaw St / Essex St - SMART,-79.425116,43.667076,2,13,13,12,89,7,70,1,3,6
7460,High Park Outdoor Pool,-79.465319,43.649217,18,8,4,6,21,7,25,0,1,2
7700,St Clair Ave W / Robina Ave,-79.43469,43.68005,10,5,2,13,47,2,49,0,3,5
7527,Joseph J Piccininni Community Centre,-79.4527619,43.675648,11,8,2,7,28,2,44,0,2,2
7710,11 Spadina Rd,-79.4041365,43.6677246,8,10,70,126,169,11,224,0,14,33
7001,Wellesley Station Green P,-79.38355031526893,43.66496415990742,9,15,31,66,320,25,320,2,16,57
7256,Vanauley St / Queen St W - SMART,-79.39838,43.648437,10,2,56,39,552,18,346,3,3,64
7042,Sherbourne St / Wellesley St E,-79.374,43.6673,10,20,21,32,183,15,158,1,4,36
7202,Queen St W / Bay St (City Hall),-79.38269509999999,43.6517925,19,4,88,90,530,30,433,8,11,138
7228,Queen St W / Roncesvalles Ave,-79.4423237,43.6372958,2,17,4,5,43,5,61,0,3,2
7711,Havelock St / Dewson St,-79.4302462,43.6554793,6,9,15,11,118,3,123,1,2,6
7650,St Clair West Subway Station - Heath Entrance,-79.415894,43.686352,9,13,3,8,28,5,24,1,1,3
7712,Queen St W / Shaw St,-79.41610440000001,43.6442457,14,5,10,17,182,9,172,0,1,11
7679,York University Station (North),-79.5005,43.7741,10,5,1,4,23,0,13,0,1,2
7640,Spadina Rd / St.Clair Ave West,-79.410657,43.683979,10,5,3,12,26,5,23,1,1,3
7260,Spadina Ave / Adelaide St W,-79.3953394,43.6472019,10,5,71,51,569,29,334,4,9,93
7099,Cherry St / Mill St,-79.35794659999999,43.6513927,6,9,18,13,69,15,86,0,2,9
7453,Jarvis St / Maitland Pl,-79.3772602,43.6647688,5,11,30,53,286,18,238,3,11,52
7713,Temperance St / Bay St,-79.381285,43.6506,6,9,93,93,531,29,411,8,11,140
7345,Cherry Beach Sports Field (55 Unwin Ave),-79.3429074,43.6408346,10,5,8,0,1,1,1,0,0,1
7728,Randolph Ave / Perth Ave,-79.4497659,43.6585504,16,3,4,8,51,3,75,0,1,5
7719,Wolseley St / Augusta Ave,-79.40051919999999,43.6484201,22,5,40,34,528,14,346,1,3,54
7715,Lumsden Ave / Cedarvale Ave,-79.314283,43.693187,4,7,56,77,15,5,100,0,0,27
7717,Niagara St / Portland St,-79.40011729999999,43.6425791,10,1,45,24,322,23,243,1,1,36
7716,Church St / The Esplanade,-79.3733192,43.6469251,10,9,59,65,302,31,336,4,7,105
7720,King St W / Portland St,-79.40065430000001,43.644395,7,5,38,26,367,23,280,1,2,40
7721,Widmer St / King St W,-79.391206,43.6463574,4,6,82,60,594,34,461,6,8,130
7724,Wellesley St E / Parliament St,-79.3702641,43.6682342,2,12,14,19,98,13,94,0,3,18
7725,Yonge St / Macpherson Ave,-79.39071899999999,43.6791876,1,13,55,101,114,9,226,0,5,36
7130,Davenport Rd / Bedford Rd,-79.398331,43.674446,10,5,62,122,192,12,289,0,9,37
7680,Princes' Blvd / Nunavut Rd,-79.4143057,43.6334636,18,1,21,7,50,8,32,0,0,4
7243,Exhibition GO Station,-79.4187711,43.6352007,9,5,25,10,80,7,60,0,0,7
7729,265 Armadale Ave,-79.48296909999999,43.6501644,13,18,4,8,33,2,47,0,3,10
7730,800 Fleet Street,-79.408832,43.636804,21,19,22,11,135,10,75,0,1,11
7548,St Joseph St / Bay St - SMART,-79.38761010000002,43.6658804,2,18,76,145,302,25,358,1,21,69
7731,Victoria Park Ave / Kingston Rd,-79.28357,43.68035,2,13,1,4,26,3,28,0,1,5
7505,Ontario St / Adelaide St E -SMART,-79.3667689,43.6535052,4,13,40,41,176,20,173,0,3,30
7738,Highview Ave / Kennedy Rd,-79.2563167072858,43.70241858146351,9,6,0,1,9,1,11,0,1,1
7732,Kingston Rd / Warden Ave,-79.27046628033244,43.68824135931814,6,7,0,3,11,0,6,0,1,1
7735,Birchcliff Ave / Kingston Rd,-79.265027,43.691688,5,10,0,2,7,1,4,0,1,0
7737,Kingston Rd / Glen Everest Rd,-79.25655146462776,43.697490048103,5,10,0,3,5,1,2,0,0,0
7736,Birchmount Rd / Kingston Rd,-79.26257204548136,43.69401297794256,3,12,0,2,3,1,4,0,1,0
7733,Pharmacy Ave / Danforth Ave,-79.28339980000001,43.6929478,6,9,1,5,16,1,19,0,1,4
7734,Danforth Ave / Warden Ave,-79.27180659999999,43.6950192,3,12,0,2,11,0,5,0,1,0
7743,Eglinton Ave W / Gilbert Ave,-79.4627536,43.69263249999999,5,14,32,56,11,1,86,0,1,20
7740,Sharpe St / Park St (Sandown Park),-79.2541175,43.7105975,6,9,0,1,8,1,11,0,0,1
7742,Eglinton Ave W / Prospect Cemetery,-79.45782580000001,43.69415,12,7,33,56,11,1,88,0,1,18
7251,The Royal Ontario Museum (Bloor St Entrance),-79.3946235999697,43.668500046272165,3,15,69,139,259,20,324,1,19,56
7746,Marlee Ave / York Beltline Trail,-79.44099,43.70163,6,13,33,54,27,1,84,1,1,17
7745,Bert Robinson Park,-79.460265,43.688028,9,6,31,56,13,1,74,0,1,18
7744,Rogers Rd / Prospect Cemetery,-79.455765,43.68323,8,15,0,5,19,0,31,0,1,0
7747,Eglinton Ave W / Ennerdale Rd,-79.45376999999999,43.69466,8,6,33,57,12,1,90,0,1,18
7094,Chester Station,-79.3513564,43.6784834,4,5,10,8,79,5,74,0,1,7
7748,Bloor St W / Old Mill Trl,-79.4963345,43.65016869999999,6,13,3,5,17,1,13,0,0,1
7749,Wendover Rd / Bloor St W (Green P),-79.50601999999999,43.6492,11,4,0,4,23,1,10,0,1,4
7750,Luttrell Ave / Danforth Ave,-79.2939525,43.6897656,3,12,2,5,17,1,35,0,0,7
7543,Bellevue Square Park,-79.4028245,43.6537513,10,7,22,40,451,13,331,0,8,38
7752,1926 Lake Shore Blvd W,-79.4674917,43.6357643,1,21,1,0,2,9,3,0,0,0
7751,Willingdon Blvd / Bloor St W (Green P),-79.51008,43.64839,10,5,0,5,31,0,12,0,1,8
7753,36 Park Lawn Rd,-79.4838132,43.62369169999999,12,3,1,1,18,4,12,0,2,4
7741,Howard Park Ave / Parkside Dr,-79.458111,43.648657,5,10,4,10,38,6,53,0,3,3
7025,Ted Rogers Way / Bloor St E,-79.380471,43.671293,11,12,19,31,217,19,236,0,9,33
7754,Walter Saunders Park,-79.4493630391668,43.69932707258943,6,9,33,55,16,1,101,0,1,16
7755,Park Lawn Rd / Berry Rd,-79.4934616,43.63560589999999,2,13,0,3,11,0,6,0,1,1
7756,Tobemory Dr / Finch Hydro Recreational Trail,-79.5114452,43.7611741,12,6,0,1,9,0,13,0,2,0
7758,Driftwood Ave / Finch Hydro Trail,-79.5162777,43.7603624,11,7,0,1,9,0,11,0,2,0
7760,Grand Avenue Park,-79.4918,43.62313,6,16,1,5,29,2,16,0,2,4
7759,The Pond Rd / Shoreham Dr,-79.511912,43.772445,4,11,0,2,10,0,3,0,0,0
7506,Berkeley St / Adelaide St E - SMART,-79.365023,43.653359,4,6,32,30,144,19,132,0,3,19
7739,Kingston Rd / Ridgemoor Ave,-79.25104443353288,43.70643614257429,6,5,0,1,7,1,9,0,0,1
7761,Moss Park,-79.370638,43.655972,11,3,52,60,287,24,372,1,5,74
7241,519 Church St,-79.381155,43.666874,6,6,25,51,264,22,276,1,11,51
7398,York St / Lake Shore Blvd W,-79.380723,43.641952,16,3,67,45,336,21,182,4,2,90
7718,St. Andrew's Playground Park,-79.399586,43.646552,5,6,47,31,463,20,328,3,4,54
7762,College St / Henry St ,-79.3947953,43.6591529,8,4,38,71,437,26,220,4,22,61
7521,Emerson Ave / Bloor St W,-79.440764,43.659055,2,21,4,11,58,5,104,0,1,8
7757,The Well,-79.39430137761319,43.643025055165865,14,2,62,32,383,25,234,2,3,77
7311,Sherbourne St / Isabella St,-79.375961,43.669576,9,10,22,35,184,15,174,1,7,39
1405,PBSC-K3Test,-79.3893,43.659491,1,0,58,82,444,33,371,5,22,94
7694,Victoria Park Ave / Dawes Rd,-79.29511,43.706466,7,12,0,3,10,1,5,0,1,2
