uid,name,longitude,latitude,free_bikes,empty_slots,entertainment,education,dining,park,shopping,metro_station,library,financial
7257,Dundas St W / St. Patrick St,-79.3895315,43.6545174,16,3,72,96,600,27,512,6,15,144
7252,Robert St / Bloor St W - SMART,-79.404998,43.665846,1,16,72,126,190,10,199,0,15,33
7253,John St  / Mercer St - SMART,-79.3895,43.6461,5,7,83,62,567,34,465,6,8,136
7315,Queen St E / Hammersmith Ave,-79.29451,43.671349,5,6,2,8,32,4,47,0,1,4
7314,Queen St. E / Eastern Ave,-79.312315,43.667208,6,9,7,6,42,8,38,0,1,1
7317,Hubbard Blvd / Balsam Av,-79.288949,43.669328,14,5,2,7,22,3,31,0,1,3
7316,Queen St. E / Spruce Hill Rd.,-79.289,43.672571,14,1,2,9,33,4,45,0,1,6
7259,Lower Spadina Ave / Lake Shore Blvd,-79.39192,43.638497,19,0,41,17,237,21,105,4,2,45
7313,Coxwell Ave /  Lake Shore Blvd E,-79.315223,43.662771,6,9,7,1,20,7,12,0,0,1
7312,Amelia St. / Sumach St.,-79.363525,43.66852,5,6,12,15,72,9,73,0,4,7
7032,Augusta Ave / Dundas St W,-79.401456,43.652473,7,7,33,43,502,13,344,0,7,49
7035,Queen St W / Ossington Ave,-79.419576,43.643975,8,15,15,17,170,6,171,0,0,9
7036,Trinity St /Front St E,-79.36023,43.651318,13,6,18,16,80,15,97,0,2,10
7038,Dundas St W / Yonge St,-79.381484,43.656094,5,8,69,93,493,32,410,5,13,130
7132,Kendal Ave / Spadina Rd,-79.405181,43.670318,2,7,71,116,173,9,192,0,10,33
7137,Davenport Rd / Bathurst St,-79.416111,43.676667,24,3,7,15,48,8,42,1,3,4
7136,Queen St W / Close Ave,-79.435841,43.640634,2,21,10,8,72,5,93,0,2,2
7148,King St W / Joe Shuster Way,-79.423611,43.639444,15,0,19,12,120,4,111,0,1,7
7149,Yarmouth Rd / Christie St,-79.42083333333333,43.67,3,8,19,16,105,6,82,0,2,7
7144,Palmerston Ave / Vermont Ave,-79.416389,43.671389,1,14,17,21,121,6,82,0,4,10
7146,Christie St / Benson Ave (Wychwood Barns),-79.42500000000001,43.68,3,16,3,9,45,6,43,1,2,6
7147,King St W / Fraser Ave,-79.42527777777778,43.6394444,9,6,15,10,114,4,112,0,1,7
7140,Macpherson Ave / Spadina Rd,-79.40698,43.675791,3,12,58,101,67,9,124,1,3,22
7141,Bridgeman Ave / Kendal Ave,-79.410278,43.675556,7,7,7,24,53,8,46,1,3,6
7142,Bridgeman Ave / Bathurst St,-79.414722,43.674444,7,7,11,22,83,5,65,0,2,8
7143,Kendal Ave / Bernard Ave,-79.408317,43.671513,3,11,68,104,150,7,148,0,8,30
7351,Pretoria Av / Broadview Av,-79.35822,43.6783213,3,16,9,8,63,5,45,0,0,2
7350,Broadview Ave / Westwood Ave,-79.356602,43.6848652,4,19,9,8,71,3,57,0,2,4
7353,Fulton Ave / Pape Ave,-79.347046,43.68395,4,15,10,12,90,4,81,1,2,9
7352,Cosburn Ave / Donlands Ave,-79.341307,43.690537,3,16,2,5,29,1,20,0,2,3
7355,Beltline Trail / Chaplin Cres.,-79.423122,43.704461,8,7,3,3,24,0,23,0,1,5
7357,Lake Shore Blvd E / Leslie St,-79.329196,43.659195,16,3,6,7,41,7,37,0,1,2
7356,King St E / Berkeley St,-79.3649,43.651885,15,2,32,33,141,19,127,0,2,18
7359,Rosedale Park (20 Schofield Ave),-79.377557,43.682645,12,11,0,3,8,4,11,0,0,0
7210,Mary McCormick Rec Centre (Sheridan Ave),-79.43305555555555,43.6475,8,6,13,10,120,4,146,0,1,4
7217,Soho St / Queen St W,-79.393535,43.6494896,3,4,73,71,629,29,365,6,10,114
7326,Davenport Rd / Lansdowne Ave,-79.44874,43.671526,10,8,2,8,45,4,53,0,3,3
7320,Front St W / University Ave (1),-79.3831757,43.6451635,15,3,88,69,425,34,360,5,8,123
7321,Front St W / University Ave (2),-79.3827914,43.6452972,10,8,88,68,418,34,359,5,8,127
7323,457 King St W,-79.3960744,43.6452091,16,3,64,34,448,27,286,2,8,79
7150,Dufferin St / Sylvan Av (Dufferin Grove Park),-79.43361111111112,43.6555556,17,2,11,10,99,2,118,1,1,6
7328,Roxborough St W / Yonge St,-79.390328,43.678077,12,5,56,106,146,10,267,0,5,38
7329,Crawford St / Queen St W,-79.415345,43.645665,14,4,13,17,203,9,184,0,1,11
7368,Lisgar St / Dundas St W - SMART,-79.42668,43.6493472,3,4,14,8,158,4,161,0,2,7
7369,Dupont St / Emerson Ave SMART,-79.443946,43.667266,3,13,3,5,43,5,52,0,2,3
7100,Dundas St E / Regent Park Blvd,-79.361275,43.660207,1,24,11,25,100,12,97,0,3,12
7101,Lower Sherbourne St / The Esplanade,-79.367061,43.648655,15,12,48,35,180,21,172,0,2,37
7102,Nelson St / Duncan St,-79.389728,43.648711,27,4,86,76,662,28,512,8,8,143
7103,Jimmie Simpson Park (Queen St E),-79.3437663,43.6605603,13,1,7,14,94,14,76,0,3,12
7105,Queen St E / Sackville St,-79.36138888888888,43.6561111,10,4,23,23,117,13,123,0,3,13
7106,Mill St / Tannery Rd,-79.354455,43.652219,14,25,15,8,60,15,68,0,1,9
7107,Cherry St / Distillery Ln,-79.356832,43.650279,4,11,17,8,58,12,68,0,1,4
7108,Front St E / Cherry St,-79.358395,43.652686,3,12,17,16,72,14,87,0,2,11
7069,Queen St W / Spadina Ave,-79.395504,43.649147,6,3,73,58,612,27,345,4,9,94
7067,Yonge St / Harbour St,-79.375413,43.643795,12,26,55,50,265,23,182,3,5,95
7066,Willcocks St / St. George St,-79.397735,43.662085,8,8,28,75,393,12,274,1,19,51
7065,Dundas St E / Parliament St,-79.365769,43.659575,14,0,14,33,115,13,133,0,4,14
7064,51 Parliament St,-79.362198,43.65205,15,4,25,19,108,16,105,0,2,12
7063,Queen's Park / Bloor St W,-79.393899,43.668456,5,14,70,138,254,23,323,1,19,59
7366,Fort York Blvd / Bathurst St SMART,-79.399792,43.639052,13,7,29,13,231,21,145,1,1,27
7367,Alma Ave / Gladstone Ave SMART,-79.42822,43.6448617,3,12,14,11,156,3,152,0,1,6
7199,College St / Markham St,-79.4091666666667,43.6563888888889,2,16,21,33,345,10,206,0,8,29
7198,Queen St W / Cowan Ave,-79.432837,43.6409,5,14,16,8,108,4,121,0,1,3
7193,Queen St W / Gladstone Ave,-79.4275,43.6430555555556,8,14,14,10,152,3,148,0,1,6
7192,Harbord St / Clinton St,-79.415646,43.660414,1,14,23,25,212,6,129,1,5,17
7191,Central Tech  (Harbord St),-79.407896,43.661975,1,8,23,48,306,8,166,0,12,23
7196,Roxton Rd / Harbord St,-79.422988,43.65905,1,10,17,16,146,6,110,1,3,13
7195,Ulster St / Bathurst St,-79.4088888888889,43.66,4,7,21,45,333,9,193,0,11,25
7194,Mortimer Ave / Coxwell Ave,-79.326319,43.690564,1,22,59,81,37,5,95,0,2,30
7392,Woodbine Subway Green P SMART,-79.311073,43.686829,4,16,3,9,23,2,30,0,1,8
7083,Danforth Ave / Barrington Ave,-79.300463,43.688325,3,12,4,7,25,2,43,0,0,9
7441,Pacific Ave / Glenlake Ave,-79.46478,43.65716,19,8,7,21,55,2,62,0,3,5
7086,High Park - West Rd,-79.4654233,43.6525077,15,7,3,8,21,4,26,0,3,2
7388,Broadview Ave / Danforth Ave,-79.35858,43.6772,2,13,8,8,61,6,44,0,0,2
7089,Church St  / Wood St,-79.379903,43.662712,7,11,37,59,373,22,384,4,9,67
7389,College Park - Gerrard Entrance,-79.383518,43.658938,7,18,54,76,400,34,345,5,17,90
7088,Danforth Ave / Coxwell Ave,-79.322961,43.683378,9,5,59,84,37,5,105,0,2,33
7383,12 Harbour St,-79.3762,43.6425636,10,4,54,43,259,21,145,3,3,90
7247,Howard Park Ave / Dundas St W - SMART,-79.4486,43.6521,10,2,3,11,51,2,74,0,2,4
7246,Yonge St / Bloor St,-79.386532,43.669969,1,12,73,120,244,24,332,1,16,58
7244,Dufferin Gate - SMART,-79.425679,43.633473,14,2,17,7,58,3,62,0,1,4
7242,Lake Shore Blvd W / Ontario Dr,-79.420317,43.630254,12,21,21,4,30,4,23,0,0,2
7240,Bloor St W / Shaw Ave - SMART,-79.423098,43.662403,5,28,21,15,140,6,116,1,3,13
7360,Concord Av / Dewson St,-79.424911,43.656945,0,16,16,12,169,6,130,1,3,11
7361,Hocken Ave / Vaughan Rd,-79.4184725,43.6817346,2,17,4,11,48,6,35,1,2,3
7362,St Clair Ave W / Bathurst St.,-79.418734,43.683296,11,8,4,10,42,6,31,1,2,3
7364,Queen St E / Nursewood Rd,-79.281455,43.673831,13,5,1,5,24,3,18,0,0,5
7365,Kew Beach Ave / Kenilworth Ave,-79.3014,43.666325,20,3,4,7,23,6,43,0,1,4
7249,Dovercourt Rd / Harrison St (Green P) - SMART,-79.423742,43.651145,1,10,14,10,173,4,152,0,2,9
7248,Baldwin Ave / Spadina Ave - SMART,-79.398448,43.654905,5,15,44,49,478,15,323,3,10,56
7432,Frederick St / King St E,-79.369411,43.651118,9,13,54,55,252,21,331,3,4,67
7023,College St / Borden St,-79.4056,43.6571,8,3,24,38,379,8,227,0,12,27
7020,Phoebe St / Spadina Ave,-79.396555,43.650033,23,10,65,51,583,20,334,3,6,77
7027,Beverley  St / Dundas St W,-79.393388,43.652823,23,6,68,84,629,28,380,7,14,121
7026,Bay St / St. Joseph St,-79.387499,43.665527,5,8,76,146,308,26,363,1,21,67
7028,Gould St / Mutual St,-79.3768,43.6582,27,4,55,83,404,28,388,5,9,91
7097,Riverdale Park North (Broadview Ave),-79.354704,43.671172,1,14,12,15,85,9,75,0,2,7
7095,Danforth Ave / Ellerbeck St,-79.35667,43.677076,3,11,8,8,62,5,51,0,1,5
7092,Pape Subway Green P,-79.344062,43.680223,7,8,4,7,77,3,77,1,1,10
7093,Danforth Ave / Gough Ave,-79.346289,43.678401,6,11,10,11,85,3,86,1,1,10
7090,Danforth Ave / Lamb Ave,-79.329455,43.681991,3,16,58,84,44,3,113,1,1,32
7158,King St W / Stafford St,-79.41111111111111,43.6422222,6,7,22,16,204,11,181,0,1,18
7155,Bathurst St / Lennox St,-79.410491,43.663808,4,15,20,40,252,7,131,0,8,17
7154,Bathurst Subway Station,-79.41166666666668,43.6666667,17,4,18,30,157,7,94,1,4,11
7153,Bloor St W / Christie St,-79.41888888888889,43.6638889,6,11,20,16,170,5,109,1,3,10
7152,Ossington Ave / Bloor St W,-79.425734,43.661705,0,11,14,9,120,7,104,1,3,10
7151,Essex St / Christie St - SMART,-79.42027777777778,43.6686111,8,11,18,18,112,7,92,1,2,7
7296,Westmoreland Ave / Fernbank Ave,-79.43235,43.665327,5,14,8,5,60,6,72,1,1,6
7297,Havelock St / Dufferin Park,-79.43112,43.657343,14,5,15,9,109,5,119,1,2,7
7298,Bathurst St / Adelaide St W,-79.40345,43.645324,10,13,23,25,346,19,295,0,3,40
7299,Mill St / Parliament St,-79.36163,43.650256,7,8,22,17,93,15,102,0,2,12
7209,Ossington Ave / Harrison St,-79.4213888888889,43.65111111111111,10,8,13,10,177,5,149,0,1,8
7208,80 Clinton St (North of College),-79.414663,43.656296,7,7,18,17,241,8,125,1,4,14
7207,Dundas St W / Crawford St,-79.416944,43.649722,8,15,11,14,226,6,184,0,2,13
7206,Claremont St / Dundas St W,-79.411717,43.651281,11,1,17,21,336,10,247,0,2,19
7205,Rusholme Park Cres / College St,-79.42972222,43.65277778,12,2,16,12,119,3,131,1,2,5
7204,College St / Crawford St,-79.418889,43.655,15,4,18,13,197,3,145,1,1,12
7337,Gerrard Square Mall (1010 Gerrard St E),-79.338673,43.668553,14,5,5,14,73,12,67,0,1,12
7336,Queen St E / Alton Av,-79.327987,43.663912,14,5,6,7,78,7,66,0,2,6
7334,Simcoe St / Wellington St W North,-79.3855048,43.6462176,9,5,95,71,522,36,415,6,7,139
7331,Coxwell Ave / Plains Rd,-79.328535,43.69595,2,17,55,72,7,3,78,0,1,24
7339,Carlaw Ave / Strathcona Ave,-79.3462789,43.6753188,3,12,10,13,99,5,94,1,1,14
7338,Logan Ave / Bain Ave,-79.3470557,43.6720273,9,1,12,17,116,6,100,1,2,13
7112,Liberty St / Fraser Ave Green P,-79.424146,43.637981,16,3,22,10,108,5,110,0,1,7
7111,King St W / Douro St,-79.416379,43.640885,4,7,21,14,164,8,157,0,0,10
7110,Queen St E / Berkeley St,-79.36583333333333,43.6552778,7,7,36,37,166,18,163,0,3,22
7115,Howard St / Sherbourne St,-79.376367,43.6712581,7,7,19,29,167,13,158,0,7,31
7114,Carlton St / Parliament St,-79.36793,43.664524,0,14,11,23,91,11,91,1,3,14
7119,Sumach St / Carlton St. (Riverdale Farm),-79.362506,43.665867,13,2,8,16,68,10,58,0,4,7
7118,King St W / Bay St (East Side),-79.380042,43.648575,17,2,93,83,497,30,393,8,8,134
7059,Front St W / Blue Jays Way,-79.390477,43.643473,1,13,69,43,438,26,283,4,4,108
7053,Metro Hall Plaza,-79.38783,43.645859,22,5,88,64,527,34,434,6,8,137
7056,Parliament St / Gerrard St,-79.3656796,43.662132,12,11,7,21,80,14,92,0,3,11
7054,Navy Wharf Ct. / Bremner Blvd.,-79.391051,43.640722,3,8,59,27,356,20,232,4,2,78
7055,Jarvis St / Carlton St,-79.37617,43.66207,4,11,46,63,342,24,369,4,9,58
7319,Lake Shore Blvd E / Knox Ave,-79.3244,43.660206,5,5,3,3,36,7,29,0,1,1
7318,Hubbard Blvd. / Glen Manor Dr.,-79.291162,43.668633,6,9,2,7,27,4,39,0,1,3
7272,Yonge St / Dundonald St - SMART,-79.384796,43.665801,8,4,76,135,297,26,364,1,18,69
7273,Bay St / Charles St W - SMART,-79.38891,43.668153,8,12,74,132,266,24,339,1,18,65
7270,Church St / Dundas St E - SMART,-79.377257,43.657024,3,11,62,87,440,30,404,5,11,107
7271,Yonge St / Alexander St - SMART,-79.383572,43.662862,13,5,41,75,388,25,404,4,17,67
7275,Queen St W / James St,-79.380701,43.652276,6,5,88,93,511,29,424,8,12,140
7371,Eglinton Ave W / Henning Ave SMART,-79.40161,43.7063473,2,17,9,21,109,4,116,2,2,26
7377,Balliol St / Yonge St  SMART,-79.39419,43.6978701,3,16,2,34,59,3,53,2,1,14
7376,Frobisher Ave / Lascelles Blvd,-79.40045,43.696708,15,3,2,20,63,2,61,2,2,11
7375,Front St E / Scott St,-79.37549,43.6476616,4,4,76,70,362,33,357,6,7,123
7374,Frederick St / The Esplanade,-79.36839,43.6487245,15,4,52,43,226,22,301,2,2,54
7098,Riverdale Park South (Broadview Ave),-79.35347,43.667819,12,3,10,13,57,14,49,0,2,10
7014,Sherbourne St / Carlton St (Allan Gardens),-79.373181,43.663102,10,6,27,41,258,23,239,3,5,40
7015,King St W / Bay St (West Side),-79.380576,43.64852,18,20,94,83,504,31,404,8,9,136
7012,Elizabeth St / Edward St (Bus Terminal),-79.385327,43.656026,4,10,75,94,532,32,440,5,16,134
7010,King St W / Spadina Ave,-79.395003,43.645323,12,4,72,45,467,31,299,2,9,89
7139,Glen Edyth Dr / Davenport Rd,-79.405556,43.677778,3,10,55,89,65,8,129,1,1,22
7168,Queens Quay / Yonge St,-79.375308,43.641646,2,29,45,34,219,19,123,3,2,79
7169,Front St W / Bay St (North Side),-79.378912,43.646162,3,7,87,70,415,35,340,6,8,125
7085,Danforth Ave / Westlake Ave,-79.304848,43.687323,1,14,5,7,21,3,36,0,0,7
7031,Jarvis St / Isabella St,-79.379385,43.668991,9,13,22,40,237,20,232,1,10,45
7163,Yonge St / Wood St,-79.3825,43.6622222,8,7,48,80,388,29,420,4,15,72
7160,King St W / Tecumseth St,-79.40555555555557,43.64333333333333,2,15,25,20,252,18,226,0,2,29
7161,Beverley St / College St,-79.39527777777778,43.6575,2,21,45,71,467,23,274,4,19,72
7164,Gould St / Yonge St (Ryerson University),-79.381019,43.657424,3,19,62,88,449,31,408,5,12,109
7283,Front St W / Bay St (South Side),-79.378761,43.64595,9,9,85,68,397,35,327,6,8,124
7281,Charles St W / Balmuto St - SMART,-79.38725,43.668427,3,16,73,130,256,24,338,1,18,63
7280,Charles St E / Jarvis St - SMART,-79.381171,43.669604,5,15,22,41,229,21,257,1,10,43
7287,Queen St E / Pape Ave - SMART,-79.337789,43.661673,15,1,8,13,79,12,77,0,2,11
7286,Gerrard St E / Broadview - SMART,-79.352055,43.665656,13,3,6,14,57,15,46,0,2,9
7289,Humber Bay Shores Park East,-79.4722622,43.6308933,14,7,0,0,8,5,8,0,0,1
7288,Humber Bay Shores Park West,-79.480284,43.6224434,19,12,1,1,19,4,12,0,1,4
7131,Taddle Creek Park,-79.398443,43.66986,3,12,70,131,216,14,285,0,18,40
7236,Thompson St / Broadview Ave - SMART,-79.350325,43.659471,10,2,10,18,74,18,61,0,2,12
7234,Roncesvalles Ave / Marmaduke St,-79.450842,43.650492,7,12,4,11,47,4,73,0,2,4
7232,Queen St W  /  Fuller Ave - SMART,-79.439223,43.640255,9,7,6,9,55,5,71,0,4,3
7233,King / Cowan Ave - SMART,-79.431734,43.637922,6,10,13,6,90,3,93,0,1,3
7230,Garden Ave / Roncesvalles Ave,-79.447915,43.643769,15,3,4,8,45,8,65,0,3,2
7238,Sorauren Ave / Geoffrey St - SMART,-79.4445087,43.649172,2,14,6,12,69,4,107,0,4,6
7239,Bloor St W / Manning Ave - SMART,-79.416124,43.663912,6,14,20,23,180,6,115,1,4,13
7057,Simcoe St / Wellington St W South,-79.3853654,43.6458569,25,2,93,68,494,38,401,6,7,137
7278,Mallon Ave / Jones Ave -SMART,-79.33443,43.66587,5,11,5,11,82,12,75,0,2,10
7508,Berkeley St / Dundas St E - SMART,-79.367318,43.658816,8,10,34,40,158,14,189,0,3,30
7497,128 Sterling Rd - SMART,-79.444792,43.654004,8,12,6,15,68,2,105,0,3,7
7496,Sunnyside Ave / The Queensway - SMART,-79.44865,43.6397,12,7,4,7,34,9,40,0,3,1
7493,Sackville St / Eastern Ave - SMART,-79.3595,43.653809,8,4,17,19,80,14,102,0,4,11
7494,Davenport Rd / McAlpine St - SMART,-79.391253,43.673768,1,11,67,120,211,19,318,0,10,47
7489,Sumach St  / Queen St E,-79.358749,43.656638,3,16,17,22,102,13,116,0,3,14
7485,Blythwood Rd / Yonge St - SMART,-79.399993,43.716652,1,13,8,3,49,5,58,1,3,10
7486,Gerrard St E / Main St,-79.299332,43.684261,5,17,3,7,24,1,44,0,0,9
7483,Southwood Dr / Kingston Rd - SMART,-79.297974,43.678685,0,11,1,8,35,2,49,0,1,7
7480,Neil McLellan Park,-79.47779,43.65143,5,9,4,8,36,3,51,0,3,10
7479,Jane St / Bloor St W (Jane Subway Station),-79.48477,43.64976,7,8,4,7,31,2,44,0,3,10
7477,Antler St / Campbell Ave - SMART,-79.449066,43.664182,11,9,3,6,44,3,57,0,1,5
7474,Clarence Square,-79.3929,43.64407,5,18,62,40,428,29,263,5,4,97
7471,Lake Shore Blvd W / Louisa St,-79.48674,43.61868,10,5,2,1,25,4,15,0,1,4
7468,Front St W / Simcoe St,-79.38702,43.6442,14,2,83,60,460,34,308,5,3,121
7467,Lower Simcoe St / Bremner Blvd,-79.38409,43.64283,11,3,73,52,392,26,232,4,1,101
7466,Glendonwynne Ave / Bloor St W,-79.47421,43.65182,12,7,2,9,29,4,45,0,3,10
7465,Russell Hill Rd / St Clair Ave W,-79.408019,43.685569,9,10,2,10,17,5,17,1,1,5
7458,Church St / Lombard St,-79.375233,43.651678,5,11,70,80,388,29,380,5,9,118
7462,Richmond St E / Yonge St,-79.378743,43.651838,8,7,84,89,468,28,393,8,10,132
7461,High Park Amphitheatre,-79.464366,43.645653,7,15,3,4,11,9,17,0,1,1
7457,Queen's Park Cres W / Hoskin Ave,-79.394009,43.665221,16,5,27,82,322,22,287,1,20,48
7454,Pottery Rd / Lower Don River Trail,-79.362101,43.688148,1,14,1,6,5,3,3,0,0,1
7452,Bleecker St / St James Ave,-79.374495,43.669232,4,19,20,29,171,15,146,1,7,35
7451,Western Battery Rd / Pirandello St,-79.414156,43.640075,5,26,22,19,164,9,154,0,0,16
7450,Carlaw Ave / Danforth Ave,-79.347346,43.678285,8,7,11,11,91,4,87,1,1,10
