name,full_address,rate,reviews
POP Health Bar,"67 Portland Street,Toronto, ON M5V 1C2,Canada",4.0,9
Tatsu Sushi,"791 Queen Street W,Toronto, ON M6J 1G1,Canada",4.0,9
Eggsmart,"2097 Weston Rd,York, ON M9N 1X7,Canada",4.0,9
Taste of Persia Restaurant,"1574 Bayview Avenue,Toronto, ON M4G 3B7,Canada",4.0,9
Parkview Manor,"55 Barber Greene Road,North York, ON M3C 2A1,Canada",4.0,9
Samba Brazil Eatery,"1646 St Clair Avenue W,Toronto, ON M6N 1H8,Canada",4.0,8
BOLD Food Hub,"5 Baldwin Street,Toronto, ON M5T 1L1,Canada",4.0,8
Pasta Pronta,"525 University Avenue,Toronto, ON M5G 2L3,Canada",4.0,8
Indian Spice Room,"717 Queen Street E,Toronto, ON M4M 1H1,Canada",4.0,8
Golden Eggs All Day Breakfast,"262 Queens Quay W,Unit 5,Toronto, ON M5J 1B5,Canada",4.0,8
Nodo Liberty,"120 Lynn Williams Street,Toronto, ON M4M 1L4,Canada",4.0,8
Onnki Donburi,"409 College Street,Ground Floor,Toronto, ON M5T 1T1,Canada",4.0,8
Henry's,"922 Queen Street W,Toronto, ON M6J 1G6,Canada",4.0,8
Big Boy's Burrito,"1062 Kingston Road,Toronto, ON M1N 1N4,Canada",4.0,8
Sushi & China Garden,"2326 Danforth Avenue,Toronto, ON M4C 1K7,Canada",4.0,8
Six Social Kitchen & Wine Bar,"360 Old Kingston Road,Scarborough, ON M1C 1B6,Canada",4.0,8
Ellas Banquet Hall,"35 Danforth Road,Scarborough, ON M1L 3W5,Canada",4.0,8
Piano Piano,"55 Colborne Street,Toronto, ON M5E 1E3,Canada",4.0,7
The Vintage Conservatory,"Toronto, ON M5C 2H4,Canada",4.0,7
Mister C,"80 Blue Jays Way,Toronto, ON M5V 2G3,Canada",4.0,7
Florette,"1168 Queen Street W,Toronto, ON M6J 1J5,Canada",4.0,7
Songsten Cafe,"1504 Queen St W,Toronto, ON M6R 1A4,Canada",4.0,7
Moegi Sushi,"222 The Esplanade,Unit 4,Toronto, ON M5A 4M8,Canada",4.0,7
Holy Shakes,"465 Queen Street W,Toronto, ON M5V 2A9,Canada",4.0,7
Zante Greek Bistro,"1950 Gerrard St E,Toronto, ON M4E 2B1,Canada",4.0,7
Curryish Tavern,"783 Queen Street W,Toronto, ON M6J 1G1,Canada",4.0,7
Kabul Kabab House,"1324 E Gerrard Street,Toronto, ON M4L 1Z1,Canada",4.0,6
Little Hut Cafe,"2 Bloor Street W,Toronto, ON M4W 3R3,Canada",4.0,6
Wendy's,"615 Dundas Street East,Toronto, ON M5A 0C7,Canada",4.0,6
Clay Design,"170 Brunswick Avenue,Toronto, ON M5S 2S5,Canada",4.0,6
Sunshine Village Grill,"2200 Bloor Street W,Toronto, ON M6S 1N4,Canada",4.0,6
A&W,"1496 Queen Street W,Toronto, ON M6R 1A1,Canada",4.0,6
BBQ Chicken,"2409 Yonge Street,Unit 103,Toronto, ON M4P 2E7,Canada",4.0,6
Kibo Sushi House,"906 Kingston Road,Toronto, ON M4E 1S5,Canada",4.0,6
Second Cup,"518 Eglinton Avenue W,Toronto, ON M5N 1A5,Canada",4.0,6
Hello Coffee,"800 Bloor Street W,Toronto, ON M6G 1L9,Canada",4.0,6
Chef Kareema,"203 Dundas Street E,Toronto, ON M5A 1Z4,Canada",4.0,6
Starbucks,"1005 King Street W,Unit 7,Toronto, ON M6G 1B9,Canada",4.0,6
Shalimar Grill,"50 Danforth Rd,Toronto, ON M1L 3W4,Canada",4.0,6
La Maquette,"111 King Street E,Toronto, ON M5C 1G6,Canada",4.0,5
Consort Bar,"37 King Street E,Toronto, ON M5C,Canada",4.0,5
Subhan Pizza,"2970 Danforth Avenue,Toronto, ON M4C 1M6,Canada",4.0,5
Ubon Thai,"557 Mount Pleasant Road,Toronto, ON M4S 2M5,Canada",4.0,5
imPerfect Fresh Eats,"153 East Liberty Street,Toronto, ON M6K 3K4,Canada",4.0,5
Young Centre for the Performing Arts,"50 Tank House Lane,Toronto, ON M5A 3C4,Canada",4.0,5
Rock’N Deli,"2583 St Clair Avenue W,Toronto, ON M6N 4Z5,Canada",4.0,5
Focaccia Italian Sandwiches,"13 Hayden Street,Toronto, ON M4Y 2P2,Canada",4.0,4
Grill Gate,"203 Dundas St E,Toronto, ON M5A 1Z4,Canada",4.0,4
A&W,"167 Church Street,Unit 3,Toronto, ON M5B 1Y6,Canada",4.0,4
Zenku Sushi,"210 Mortimer Ave,Toronto, ON M4K 3V4,Canada",4.0,4
Pizzaiolo - The Pizza Maker's Pizza,"37 Eglinton Avenue E,Toronto, ON M4P 1A1,Canada",4.0,4
Almadina Bistro,"10 Edward Street,2nd Floor,Toronto, ON M5G 1C9,Canada",4.0,4
Egglinton Grill,"2609 Eglinton Avenue West,Toronto, ON M6M 1T3,Canada",4.0,4
Puerto Bravo,"1425 Gerrard Street E,Toronto, ON M4L 1Z7,Canada",4.0,3
Habitant,"260 Yonge St,Toronto, ON M5B 2L9,Canada",4.0,3
Emily Rose Cafe,"721 Palmerston Avenue,Toronto, ON M6G 2R2,Canada",4.0,3
Vista Eatery,"955 Lake Shore Boulevard W,Toronto, ON M6K 3B9,Canada",4.0,3
Toronto Star Food Building,"Exhibition Place,200 Princes' Blvd,Toronto, ON M6K,Canada",4.0,3
Ryan Restaurant,"356 Queen Street E,Toronto, ON M5A 1T1,Canada",4.0,3
imPerfect Fresh Eats,"100 Front St E,Toronto, ON M5A 1E1,Canada",4.0,3
Mabu Sizzle,"465 Queen St W,Toronto, ON M5V 2A9,Canada",4.0,3
VIV At The Cosmo,"8 Colborne St,Toronto, ON M5E 1E1,Canada",4.0,2
National Yacht Club,"1 Stadium Road,Toronto, ON M5V 3H4,Canada",4.0,2
BBQ Chicken Factory,"292 Wellesley Street E,Toronto, ON M4X 1H1,Canada",4.0,2
Legal Tenders,"1378 Queen St W,Toronto, ON M6K 1L7,Canada",4.0,2
Bao't Time,"2350 Yonge Street,Toronto, ON M4P 2E6,Canada",4.0,2
La Diperie,"2196 Queen Street E,Toronto, ON M4E 1E6,Canada",4.0,2
Mandi Afandi,"64 Overlea Boulevard,Unit 10,East York, ON M4H 1C4,Canada",4.0,2
Fish Palace Restaurant,"1356 Weston Road,York, ON M6M 4R8,Canada",4.0,2
Ut Sushi,"185 College Street,Toronto, ON M5T 1P7,Canada",4.0,2
Subway,"274 Coxwell Avenue,Toronto, ON M4L 3B6,Canada",4.0,1
Pizzaiolo,"1160 St Clair Avenue W,Toronto, ON M6E 1B3,Canada",4.0,1
D Azur,"60 Yorkville Avenue,Toronto, ON M4W 0A4,Canada",4.0,1
Nicky's,"2120A Bloor St W,Toronto, ON M6S 1M8,Canada",4.0,1
Mango Sushi,"1272 Danforth Avenue,Toronto, ON M4J 1M6,Canada",4.0,1
Shoppes of the World Trade Centre,"2 Queens Quay W,Toronto, ON M5J 2R9,Canada",4.0,1
Pita Land,"80 York Boulevard,York Lanes Mall,Toronto, ON M7A 2C5,Canada",4.0,1
Jay Jay Restaurant,"401 Magnetic Drive,Unit 39-40,North York, ON M3J 3H9,Canada",4.0,1
El Catrin Destileria,"18 Tank House Lane,Toronto, ON M5A 3C4,Canada",3.5,1010
Rol San,"323 Spadina Avenue,Toronto, ON M5T 2E9,Canada",3.5,793
Terroni,"57A Adelaide Street E,Toronto, ON M5C 1K6,Canada",3.5,772
Amsterdam BrewHouse,"245 Queens Quay W,Toronto, ON M5J 2K9,Canada",3.5,767
Cluny Bistro & Boulangerie,"35 Tank House Lane,Toronto, ON M5A 3C4,Canada",3.5,639
School Restaurant,"70 Fraser Avenue,Toronto, ON M6K 3E1,Canada",3.5,630
La Carnita,"501 College Street,Toronto, ON M5S 2K2,Canada",3.5,541
Lahore Tikka House,"1365 Gerrard Street E,Toronto, ON M4L 1Z3,Canada",3.5,540
Messini Authentic Gyros,"445 Danforth Avenue,Toronto, ON M4K 1P2,Canada",3.5,527
Real Sports,"15 York Street,Unit A,Toronto, ON M5J 2Z2,Canada",3.5,507
The Burger's Priest,"1636 Queen Street E,Toronto, ON M4L 1G3,Canada",3.5,503
Mill Street Brew Pub,"21 Tank House Lane,Toronto, ON M5A 3C4,Canada",3.5,502
Earls Kitchen + Bar,"150 King Street West,Unit 100,Toronto, ON V5H 1J9,Canada",3.5,482
Sneaky Dee's,"431 College Street,Toronto, ON M5T 1T1,Canada",3.5,466
The Loose Moose,"146 Front Street West,Toronto, ON M5J 1G2,Canada",3.5,446
Banjara Indian Cuisine,"796 Bloor Street W,Toronto, ON M6G 1L7,Canada",3.5,445
7 West Cafe,"7 Charles Street W,Toronto, ON M4Y 1R4,Canada",3.5,433
The Old Spaghetti Factory,"54 The Esplanade,Toronto, ON M5E 1A6,Canada",3.5,425
The Chase,"10 Temperance Street,Floor 5,Toronto, ON M5H 1Y4,Canada",3.5,422
The Drake Hotel,"1150 Queen Street W,Toronto, ON M6J 1J3,Canada",3.5,416
Fran's Restaurant,"20 College Street,Toronto, ON M5G 1K2,Canada",3.5,415
Terroni,"720 Queen Street W,Toronto, ON M6J 1E8,Canada",3.5,413
Sassafraz,"100 Cumberland Street,Toronto, ON M5R 1A6,Canada",3.5,405
Hothouse,"35 Church Street,Toronto, ON M5E 1T3,Canada",3.5,397
Le Petit Déjeuner,"191 King Street E,Toronto, ON M5A 1J5,Canada",3.5,379
Cibo Wine Bar,"522 King Street W,Toronto, ON M5V 1L7,Canada",3.5,356
Old School,"800 Dundas Street W,Toronto, ON M6J 1V1,Canada",3.5,353
Holy Chuck,"1450 Yonge Street,Toronto, ON M4T 1Y7,Canada",3.5,348
Casa Loma,"1 Austin Terr,Toronto, ON M5R 1X8,Canada",3.5,347
Oretta,"633 King Street W,Toronto, ON M5V 1M5,Canada",3.5,337
Buster's Sea Cove,"93 Front Street E,Toronto, ON M5E 1C3,Canada",3.5,336
Fresh On Bloor,"326 Bloor Street W,Toronto, ON M5S 1W5,Canada",3.5,335
Copacabana Brazilian Steakhouse,"230 Adelaide St W,Toronto, ON M5H 3H1,Canada",3.5,335
Patois Toronto,"794 Dundas Street W,Toronto, ON M6J 1V1,Canada",3.5,334
Pizzeria Libretto,"155 University Avenue,Toronto, ON M5H 3B7,Canada",3.5,324
Bonjour Brioche,"812 Queen Street E,Toronto, ON M4M 1H7,Canada",3.5,307
Figo,"295 Adelaide Street W.,Toronto, ON M5V 1P7,Canada",3.5,303
Piano Piano,"88 Harbord Street,Toronto, ON M5S 1G5,Canada",3.5,300
Playa Cabana Cantina,"2883 Dundas Street W,Toronto, ON M6P 1Y9,Canada",3.5,299
Pearl Harbourfront Chinese Cuisine,"207 Queens Quay W,Suite 200,Queen's Quay Terminal,Toronto, ON M5J 1A7,Canada",3.5,289
Harbour 60,"60 Harbour Street,Toronto, ON M5J 1B7,Canada",3.5,280
Leña Restaurante,"176 Yonge Street,Toronto, ON M5C 2L7,Canada",3.5,280
Café Boulud,"60 Yorkville Avenue,Toronto, ON M4W 0A4,Canada",3.5,274
Eataly Toronto,"55 Bloor Street W,Manulife Centre,Toronto, ON M4W 1A6,Canada",3.5,273
Scaddabush Italian Kitchen & Bar,"200 Front Street West,Unit #G001,Toronto, ON M5V 3J1,Canada",3.5,270
Kost,"80 Blue Jays Way,44th Floor,Toronto, ON M5V 2G3,Canada",3.5,261
The Burger's Priest,"3397 Yonge Street,Toronto, ON M4N 2M7,Canada",3.5,257
Kasa Moto,"115 Yorkville Avenue,Toronto, ON M5R 1C1,Canada",3.5,257
Pizzeria Via Mercanti,"188 Augusta Avenue,Toronto, ON M5T 1M1,Canada",3.5,253
Smith,"553 Church Street,Toronto, ON M4Y 2E2,Canada",3.5,252
Barrio Coreano,"642 Bloor Street W,Toronto, ON M6G 1K9,Canada",3.5,248
Saving Grace,"907 Dundas Street W,Toronto, ON M6J 1V9,Canada",3.5,244
Luma,"350 King Street W,2nd Floor,Toronto, ON M5V 3X5,Canada",3.5,235
Hunters Landing,"82 Fort York Blvd,Toronto, ON M5V 4A6,Canada",3.5,232
SOCO Kitchen + Bar,"75 Lower Simcoe Street,Toronto, ON M5J 3A6,Canada",3.5,232
The Captain's Boil,"476 Yonge St,Toronto, ON M4Y 1X5,Canada",3.5,231
La Cubana,"392 Roncesvalles Avenue,Toronto, ON M6R 2M9,Canada",3.5,229
Trattoria Mercatto,"220 Yonge Street,Eaton Center,Toronto, ON M5B 2H1,Canada",3.5,226
Biff's Bistro,"4 Front Street  E,Toronto, ON M5E 1G4,Canada",3.5,226
Taverna Mercatto,"120 Bremner Boulevard,Toronto, ON M5J 3A6,Canada",3.5,224
Dimmi Bar & Trattoria,"140 Cumberland St,Toronto, ON M5R 1A8,Canada",3.5,217
STK Steakhouse,"153 Yorkville Avenue,Toronto, ON M5R 1C4,Canada",3.5,217
Little Sister,"2031 Yonge Street,Toronto, ON M4S 1Z9,Canada",3.5,216
Milagro,"5 Mercer Street,Toronto, ON M5V 1H2,Canada",3.5,216
Charidise,"27 Baldwin Street,Toronto, ON M5T 1L1,Canada",3.5,209
Cacao 70,"28 Gristmill Lane,Toronto, ON M5A 3C4,Canada",3.5,208
Udupi Palace,"1460 Gerrard Street E,Toronto, ON M4L 2A3,Canada",3.5,206
Gladstone House,"1214 Queen Street W,Toronto, ON M6J 1J6,Canada",3.5,203
Echo Sushi,"2036 Yonge Street,Toronto, ON M4S 1Z9,Canada",3.5,194
Kellys Landing,"123 Front Street W,Toronto, ON M5J 2M2,Canada",3.5,188
Yorkville Crepes,"18 Yorkville Avenue,Unit 1,Toronto, ON M4W 3Y8,Canada",3.5,185
The Real Jerk,"842 Gerrard Street E,Toronto, ON M4M 1Y7,Canada",3.5,184
La Palma,"849 Dundas Street W,Toronto, ON M6J 1V6,Canada",3.5,184
Nami Restaurant,"55 Adelaide Street East,Toronto, ON M5C 1K6,Canada",3.5,182
One King West Hotel & Residence,"1 King Street W,Toronto, ON M5H 1A1,Canada",3.5,178
Sud Forno,"132 Yonge Street,Toronto, ON M5C 1X3,Canada",3.5,178
Le Papillon On Front,"69 Front Street E,Toronto, ON M5E 1B5,Canada",3.5,175
E11even,"15 York Street,Toronto, ON M5J 0A3,Canada",3.5,173
The Craft Brasserie & Grille,"107 Atlantic Avenue,Suite 100,Toronto, ON M6K 1Y2,Canada",3.5,172
Mamma Martino's Pasta and Pizzeria Restaurant,"624 The Queensway,Etobicoke, ON M8Y 1K3,Canada",3.5,172
Off The Hook Fishbar,"749 Broadview Avenue,Toronto, ON M4K 2P6,Canada",3.5,168
Hilton Toronto,"145 Richmond Street West,Toronto, ON M5H 2L2,Canada",3.5,166
Miss Things,"1279 Queen Street W,Toronto, ON M6K 1L6,Canada",3.5,163
Lalibela Ethiopian Restaurant,"869 Bloor Street W,Toronto, ON M6G 1M4,Canada",3.5,161
Miller Tavern,"3885 Yonge Street,North York, ON M4N 2P2,Canada",3.5,160
Eden Trattoria,"58 Marine Parade Drive,Etobicoke, ON M8V 4G1,Canada",3.5,159
Everest Hakka House,"2356 Lakeshore Boulevard W,Etobicoke, ON M8V 1B6,Canada",3.5,159
Crown & Dragon Pub,"890 Yonge Street,Toronto, ON M4W 3P4,Canada",3.5,158
Greenwood Smokehouse BBQ,"673 Danforth Avenue,Toronto, ON M4J 1L2,Canada",3.5,158
Imperial Pub,"54 Dundas Street E,Toronto, ON M5B 1C7,Canada",3.5,156
BlueBlood Steakhouse,"1 Austin Terrace,Toronto, ON M5R 1X8,Canada",3.5,155
The George Street Diner,"129 George Street,Toronto, ON M5A 2M6,Canada",3.5,154
Butter Chicken Factory,"556 Parliament Street,Toronto, ON M4X 1P6,Canada",3.5,153
Market Street Catch,"14 Market Street,Toronto, ON M5E 1C3,Canada",3.5,151
La Bettola Di Terroni,"106 Victoria Street,Toronto, ON M5C 2B4,Canada",3.5,150
Chotto Matte,"161 Bay Street,Toronto, ON M5J 2S1,Canada",3.5,150
LOCAL Public Eatery - Leaside,"180 Laird Drive,Toronto, ON M4G 3V7,Canada",3.5,147
Sukho Thai,"1442 Dundas Street W,Toronto, ON M6J 1Y6,Canada",3.5,144
Alexandros,"5 Queens Quay W,Toronto, ON M5J 2H1,Canada",3.5,143
The Grapefruit Moon,"968 Bathurst Street,Toronto, ON M5R 3G6,Canada",3.5,143
Figs Breakfast & Lunch,"344 Queen Street E,Unit 4,Toronto, ON M5A 1S8,Canada",3.5,142
Bar Reyna,"158 Cumberland Street,Toronto, ON M5R 1A8,Canada",3.5,142
Little Anthony's,"121 Richmond Street W,Toronto, ON M5H 2K1,Canada",3.5,141
Great Burger Kitchen,"1056 Gerrard Street E,Toronto, ON M4M 1Z8,Canada",3.5,140
The Pilot Tavern,"22 Cumberland St,Toronto, ON M4W 1J5,Canada",3.5,137
Easy Breakfast,"1645 Queen Street W,Toronto, ON M6R 1A9,Canada",3.5,137
Granite Brewery & Restaurant,"245 Eglinton Avenue E,Toronto, ON M4P 3B7,Canada",3.5,136
Mandarin Restaurant,"2200 Yonge Street,Toronto, ON M4S 2C6,Canada",3.5,135
The Big Carrot Community Market,"348 Danforth Avenue,Toronto, ON M4K 1N8,Canada",3.5,135
FBI PIZZA,"2336 Lake Shore Boulevard W,Toronto, ON M8V 1B8,Canada",3.5,134
Duff's Famous Wings,"1604 Bayview Ave,Toronto, ON M4G 3B7,Canada",3.5,134
Duke of York,"39 Prince Arthur Ave,Toronto, ON M5R 1B2,Canada",3.5,132
Flo's Diner,"70 Yorkville Avenue,Toronto, ON M5R 1B9,Canada",3.5,132
La Carnita,"780 Queen Street E,Toronto, ON M4M 1H4,Canada",3.5,129
Bairrada Churrasqueira Grill,"1000 College Street,Toronto, ON M6H 1A7,Canada",3.5,129
Country Style Hungarian Restaurant,"450 Bloor Street W,Toronto, ON M5S 1X8,Canada",3.5,129
F'Amelia,"12 Amelia Street,Toronto, ON M4X 1E1,Canada",3.5,128
Boom Breakfast & Co,"174 Eglinton Avenue W,Toronto, ON M4R 1A7,Canada",3.5,128
Hyatt Regency Toronto,"370 King Street W,Toronto, ON M5V 1J9,Canada",3.5,128
Constantine,"15 Charles Street E,Toronto, ON M4Y 1S1,Canada",3.5,127
Thai Bamboo,"2150 Steeles Ave W,Vaughan, ON L4K 2Y7,Canada",3.5,127
Mad Mexican,"405 Jane Street,Toronto, ON M6S 2E2,Canada",3.5,126
InterContinental Toronto Centre,"225 Front Street W,Toronto, ON M5V 2X3,Canada",3.5,124
Café La Gaffe,"24 Baldwin Street,Toronto, ON M5T 1L2,Canada",3.5,123
The Bedford Academy,"36 Prince Arthur Ave,Toronto, ON M5R 1A9,Canada",3.5,123
The Rebel House,"1068 Yonge Street,Toronto, ON M4W 2L4,Canada",3.5,122
Taste of China,"338 Spadina Ave,Toronto, ON M5T 2G2,Canada",3.5,122
The Burger Shack,"233 Eglinton Avenue W,Toronto, ON M4R 1A9,Canada",3.5,122
Sorn Thai Restaurant,"2550 Yonge Street,Toronto, ON M4P 2J2,Canada",3.5,120
LOUIX LOUIS,"325 Bay Street,Floor 31st,Toronto, ON M5H 4G3,Canada",3.5,120
Ferro Bar & Cafe,"769 Saint Clair Avenue W,Toronto, ON M6C 1B4,Canada",3.5,119
Moxies,"70 University Ave,Toronto, ON M5J 2M4,Canada",3.5,119
Starving Artist,"810 College Street,Toronto, ON M6G 1C8,Canada",3.5,118
Factory Girl,"193 Danforth Avenue,Toronto, ON M4K 1N2,Canada",3.5,116
Owl of Minerva,"700 Bloor St W,Toronto, ON M6G,Canada",3.5,116
District Eatery,"303 King Street W,Toronto, ON M5V 1J5,Canada",3.5,115
Bar Wellington,"520 Wellington Street W,Toronto, ON M5V 1E3,Canada",3.5,115
Rosedale Diner,"1164 Yonge Street,Toronto, ON M4W 2L9,Canada",3.5,114
Milkcow Cafe,"2651 Yonge Street,Toronto, ON M4P 2J6,Canada",3.5,114
King Slice,"1598 Bloor St W,Toronto, ON M6P 1A7,Canada",3.5,112
Hibachi Teppanyaki & Bar,"550 Wellington Street W,Toronto, ON M5V 2V5,Canada",3.5,112
Harbord House,"124 Harbord Street,Toronto, ON M5S 1H2,Canada",3.5,111
The Keg Steakhouse + Bar,"2201 Yonge Street,Toronto, ON M4S 2B2,Canada",3.5,110
Queen Margherita Pizza - Baby Point,"785 Annette Street,Toronto, ON M6S 2E4,Canada",3.5,110
Ontario Science Centre,"770 Don Mills Road,Toronto, ON M3C 1T3,Canada",3.5,110
Kamasutra Indian Restaurant & Wine Bar,"1522 Bayview Avenue,Toronto, ON M4G 3B4,Canada",3.5,110
Le Paradis Brasserie Bistro,"166 Bedford Road,Toronto, ON M5R 2K9,Canada",3.5,109
DoubleTree by Hilton Hotel Toronto Downtown,"108 Chestnut Street,Toronto, ON M5G 1R3,Canada",3.5,109
Motimahal,"1422 Gerrard St E,Toronto, ON M4L 1Z6,Canada",3.5,108
The Homeway,"955 Mount Pleasant Rd,Toronto, ON M4P 2L7,Canada",3.5,108
Toronto Marriott City Centre Hotel,"One Blue Jays Way,Toronto, ON M5V 1J4,Canada",3.5,108
Yonge Sushi,"3421 Yonge Street,Toronto, ON M4N 2N1,Canada",3.5,108
Mariachi's Restaurant,"2084 Yonge St,Toronto, ON M4S 2A3,Canada",3.5,107
Sip Wine Bar,"2 Broadway Avenue,Toronto, ON M4P 1T4,Canada",3.5,107
Wok & Roast Chinese BBQ,"349 Broadview Ave,Toronto, ON M4M 2H1,Canada",3.5,106
Albert's Real Jamaican Foods,"542 Saint Clair Avenue W,Toronto, ON M6C 1A5,Canada",3.5,106
Drake's Corner Café + Bistro,"1150 Queen Street W,Toronto, ON M6J 1J3,Canada",3.5,106
7 Numbers Danforth,"307 Danforth Avenue E,Toronto, ON M4K 1N7,Canada",3.5,106
Roywoods,"121 Fort York Boulevard,Toronto, ON M5V 4B3,Canada",3.5,105
Demetres Danforth,"400 Danforth Avenue,Toronto, ON M4K 1P3,Canada",3.5,105
The Dessert Kitchen,"73 Harbord Street,Toronto, ON M5S 1G4,Canada",3.5,103
Sushi California,"1238 Saint Clair Avenue W,Toronto, ON M6E,Canada",3.5,101
Burger Stomper,"364 Danforth Avenue,Toronto, ON M4K 2Z1,Canada",3.5,100
Frank’s Pizza House,"1352 St Clair Avenue W,Toronto, ON M6E 1C4,Canada",3.5,99
Patisserie La Cigogne,"1419 Danforth Avenue,Toronto, ON M4J 1N4,Canada",3.5,99
Chipotle Mexican Grill,"2323 Yonge St,Unit 100,Toronto, ON M4P 2C9,Canada",3.5,99
Com Tam Pho 168,"Riverdale/Leslieville,1018 Gerrard Street E,Toronto, ON M4M 1Z4,Canada",3.5,98
The Rushton,"740 St Clair Ave W,Toronto, ON M6C 1B3,Canada",3.5,98
Tapas at Embrujo,"97 Danforth Avenue,Toronto, ON M4K 1N2,Canada",3.5,98
Mercury Espresso Bar,"915 Queen Street East,Toronto, ON M4M 1J4,Canada",3.5,97
Thai Lime,"1551 Dupont Street,Toronto, ON M6P 3S6,Canada",3.5,96
Queen's Pasta Café,"2263 Bloor Street W,Toronto, ON M6S 1N8,Canada",3.5,96
Scotland Yard,"56 The Esplanade,Toronto, ON M5E 1A6,Canada",3.5,96
T-Buds,"3343 Yonge Street,2nd Floor,Toronto, ON M4N 2M4,Canada",3.5,93
Oyshi Sushi,"12 Queens Quay W,Toronto, ON M5J 2V7,Canada",3.5,90
Dumpling House,"619 Gerrard Street E,Toronto, ON M4M 1Y2,Canada",3.5,89
The Dime,"538 Queen Street West,Toronto, ON M5V 2B5,Canada",3.5,89
KoJa Restaurant,"120 Atlantic Avenue,Toronto, ON M6K 1X9,Canada",3.5,88
Mercatto,"101 College Street,Toronto, ON M5G 1L7,Canada",3.5,88
Indian Street Food Company,"1701 Bayview Avenue,Toronto, ON M4G 3C1,Canada",3.5,88
Figures,"137 Avenue Road,Toronto, ON M5R 2H7,Canada",3.5,87
Sushi Place,"1730 Bloor Street W,Toronto, ON M6P 1B3,Canada",3.5,87
Danforth Dragon,"861 Danforth Avenue,Toronto, ON M4J 1L8,Canada",3.5,87
Goodfellas Wood Oven Pizza,"1 Old Mill Drive,York, ON M6S 0A1,Canada",3.5,87
Mt Everest Restaurant,"804 Eglinton Avenue E,Toronto, ON M4G 2L1,Canada",3.5,87
Doo Roo Ae,"659 Bloor Street  West,Toronto, ON M6G 1K9,Canada",3.5,86
Star King Viet Thai Cuisine,"2350 Yonge Street,Toronto, ON M4P 2E6,Canada",3.5,86
California Sandwiches,"2474 Dufferin Street,York, ON M6B 4J3,Canada",3.5,86
Boxcar Social,"235 Queens Quay W,Toronto, ON M5J 2G8,Canada",3.5,85
Bar Poet,"1090 Queen Street W,Toronto, ON M6J 1H7,Canada",3.5,84
Thai Room,"243 Carlton Street,Toronto, ON M5A 2L2,Canada",3.5,83
Drupati's Roti & Doubles,"2866 Ellesmere Road N,Toronto, ON M1E 4B8,Canada",3.5,83
Burdock,"1184 Bloor Street W,Toronto, ON M6H 1N2,Canada",3.5,82
Capocaccia Trattoria,"1366 Yonge Street,Toronto, ON M4T 3A7,Canada",3.5,82
Liberty Shawarma,"114 Atlantic Ave,Toronto, ON M6K 1X4,Canada",3.5,82
Local Kitchen & Winebar,"1710 Queen Street W,Toronto, ON M6N,Canada",3.5,82
Mars Uptown,"2363 Yonge Street,Toronto, ON M4P 2C8,Canada",3.5,82
Maiz,"3220 Yonge Street,Toronto, ON M4N 2L2,Canada",3.5,82
The Morning After,"88 Fort York Boulevard,Toronto, ON M5V 4A7,Canada",3.5,81
Aroma Espresso Bar,"2300 Yonge Street,Unit UC1,Toronto, ON M4P 1E4,Canada",3.5,81
Double Sushi,"2795 Danforth Avenue,Toronto, ON M4C 1M1,Canada",3.5,80
Thai Room,"2063 Danforth Avenue,Toronto, ON M4C,Canada",3.5,77
Beacher Cafe,"2162 Queen Street E,Toronto, ON M4E 1E4,Canada",3.5,76
The Auld Spot Pub,"347 Danforth Avenue,Toronto, ON M4K 1N7,Canada",3.5,75
Creme De La Creme Cafe,"2991 Bloor Street W,Etobicoke, ON M8X 1C1,Canada",3.5,75
Ok Ok Diner,"1128 Queen Street E,Toronto, ON M4M 1K8,Canada",3.5,74
Gare De L'est,"1190 Dundas Street E,Toronto, ON M4M 0C5,Canada",3.5,73
Pain Perdu,"736 St. Clair Ave W,Toronto, ON M6C 1B3,Canada",3.5,73
Sloppy Joe's Bar & Grill,"3527 Lake Shore Blvd W,Etobicoke, ON M8W 1N5,Canada",3.5,73
Jerk King,"522 Bloor Street W,Toronto, ON M6G 1K1,Canada",3.5,72
Jerk King,"1104 Bloor Street W,Toronto, ON M6H 1M8,Canada",3.5,72
Harry's Charbroiled,"293 Palmerston Avenue,Toronto, ON M6J 2J3,Canada",3.5,72
Jawny Bakers Restaurant,"804 O'Connor Drive,Toronto, ON M4B 2S9,Canada",3.5,72
Churrasqueira Martins,"605 Rogers Road,Toronto, ON M6M 1B9,Canada",3.5,72
Jazz Bistro,"251 Victoria Street,Toronto, ON M5B 1T8,Canada",3.5,71
Barnsteiner's,"1 Balmoral Avenue,Toronto, ON M4V 3B9,Canada",3.5,71
Silk Thai Restaurant,"2907 Dundas Street W,Toronto, ON M6P 1Z1,Canada",3.5,71
BOKU,"42 Gristmill Lane,Toronto, ON M5A 3C4,Canada",3.5,71
Lobster Burger Bar,"214 King Street W,Toronto, ON M5H 3S6,Canada",3.5,71
Iruka Sushi,"550 Queens Quay W,Unit 11,Toronto, ON M5V 3M8,Canada",3.5,70
Casa Sushi,"469 Danforth Avenue,Toronto, ON M4K 1P1,Canada",3.5,70
Executive Hotel Cosmopolitan,"8 Colborne Street,Toronto, ON M5E 1E1,Canada",3.5,70
Amal,"131 Bloor Street W,2nd Floor,Toronto, ON M5S 3L7,Canada",3.5,69
