name,full_address,rate,reviews
Bach Yen,"738 Gerrard Street E,Toronto, ON M4M 1Y3,Canada",4.0,211
Chine Legendary Hot Pot & Noodles,"327 Spadina Avenue,Unit A,Toronto, ON M5T 2E9,Canada",4.0,211
Fat Pasha,"414 Dupont Street,Toronto, ON M5R 1V9,Canada",4.0,208
Oyster Boy,"872 Queen Street W,Toronto, ON M6J 1G3,Canada",4.0,207
Egg Bae,"189 Augusta Avenue,Toronto, ON M5T 2L4,Canada",4.0,206
Mother India,"1456 Queen Street W,Toronto, ON M6K 1M2,Canada",4.0,205
Buca Yorkville,"53 Scollard Street,Toronto, ON M5R 0A1,Canada",4.0,204
Nodo - Junction,"2885 Dundas Street West,Toronto, ON M6P 1Y9,Canada",4.0,204
Medieval Times Toronto,"10 Dufferin Street,Toronto, ON M6K 3C3,Canada",4.0,204
Gyu-Kaku Japanese BBQ,"81 Church Street,Toronto, ON M5C 2G2,Canada",4.0,203
Tofu Village - House of Soon Tofu,"681 Bloor Street W,Toronto, ON M6G 4B9,Canada",4.0,203
Bindia Indian Bistro,"16 Market St.,Toronto, ON M5E 1M6,Canada",4.0,201
Nobuya,"285 Royal York Road,Toronto, ON M8V 2W1,Canada",4.0,200
Square Boy,"875 Danforth Avenue,Toronto, ON M4J 1L8,Canada",4.0,199
Bobbette & Belle,"1121 Queen Street E,Toronto, ON M4M 1K9,Canada",4.0,198
Tabule Middle Eastern Cuisine,"810 Queen Street  E,Toronto, ON M4M 1H7,Canada",4.0,197
Lee Chen Asian Bistro - King,"214 King Street W,Toronto, ON M5H 3S6,Canada",4.0,197
The Shore Club - Toronto,"155 Wellington Street W,Toronto, ON M5V 3H1,Canada",4.0,197
Cherry Street Bar-B-Que,"275 Cherry Street,Toronto, ON M5A 3L3,Canada",4.0,197
Billy Bishop Toronto City Airport,"2 Eireann Quay,Toronto, ON M5J 1B7,Canada",4.0,197
Si Lom Thai Bistro,"534 Church Street,Toronto, ON M4Y,Canada",4.0,195
The Pomegranate Restaurant,"420 College Street,Toronto, ON M5T 1T3,Canada",4.0,195
Carisma,"15 Toronto Street,Toronto, ON M5C 2EC,Canada",4.0,194
The Ace,"231A Roncesvalles Avenue,Toronto, ON M6R 2L6,Canada",4.0,194
Porchetta & Co,"545 King Street W,Toronto, ON M5V 1M1,Canada",4.0,194
Akira Back,"80 Blue Jays Way,2nd Floor,Toronto, ON M5V 2G3,Canada",4.0,193
Mr.Tonkatsu,"520 Bloor Street W,Toronto, ON M5S 1Y3,Canada",4.0,192
Chino Locos Original,"4 Greenwood Avenue,Toronto, ON M4L 2P4,Canada",4.0,190
Frankie's,"994 Queen Street W,Toronto, ON M6J 1H1,Canada",4.0,189
Little Pebbles,"160 Baldwin Street,Store 8,Toronto, ON M5T 3K7,Canada",4.0,184
Campechano Taquería,"504 Adelaide Street W,Toronto, ON M5V 1T4,Canada",4.0,184
Donatello Restaurant,"37 Elm Street,Toronto, ON M5G 1H1,Canada",4.0,180
Rudy,"619 College Street,Toronto, ON M5V 2C5,Canada",4.0,180
Kintako Japanese Restaurant,"214 Laird Drive,Suite 101,Toronto, ON M4G 3W4,Canada",4.0,180
Pukka,"778 St. Clair Avenue W,Toronto, ON M6C 1B6,Canada",4.0,178
Sushi Kaji Restaurant,"860 The Queensway,Etobicoke, ON M8Z 1N7,Canada",4.0,178
The Federal,"1438 Dundas Street W,Toronto, ON M6J 3L5,Canada",4.0,173
Soos,"94 Ossington Avenue,Toronto, ON M6J 2Y7,Canada",4.0,171
Blu Ristorante,"90 Avenue Road,Toronto, ON M5R 2H2,Canada",4.0,170
TOCA,"181 Wellington Street W,Toronto, ON M5V 3G7,Canada",4.0,167
The Oxley,"121 Yorkville Avenue,Toronto, ON M5R 1C4,Canada",4.0,167
Union Social Eatery,"21 Saint Clair Avenue W,Toronto, ON M4V 1K6,Canada",4.0,167
Tokyo Kitchen,"20 Charles Street E,Toronto, ON M4Y 1T1,Canada",4.0,166
Sud Forno,"716 Queen Street W,Toronto, ON M6J 1E9,Canada",4.0,165
Taverniti,"591 College Street,Toronto, ON M6G 1B2,Canada",4.0,160
Jatujak,"2386 Kingston Road,Toronto, ON M1N 1V2,Canada",4.0,160
The Blake House,"449 Jarvis Street,Toronto, ON M4Y 2G6,Canada",4.0,159
Madras Masala,"796 Bloor Street W,Suite 1,Toronto, ON M6G 1L7,Canada",4.0,159
Adega Restaurante,"33 Elm St,Toronto, ON M5G 1H1,Canada",4.0,158
Pokito,"420 Queen Street W,Toronto, ON M5V 2A7,Canada",4.0,158
Bitondo's Pizzeria,"11 Clinton Street,Toronto, ON M6J 2N7,Canada",4.0,158
Fuwa Fuwa Japanese Pancakes,"2471 Yonge Street,Toronto, ON M4P 2H6,Canada",4.0,157
Stout Irish Pub,"221 Carlton Street,Toronto, ON M5A 2L2,Canada",4.0,153
Guu Izakaya Toronto,"1314 Queen Street W,Toronto, ON M6K 1L4,Canada",4.0,153
The Fish Store & Sandwiches,"657 College Street,Toronto, ON M6G 1B7,Canada",4.0,153
Fusaro's Kitchen,"147 Spadina Avenue,Toronto, ON M5V 2L7,Canada",4.0,153
Bamiyan Kabob,"62 Overlea Boulevard,East York, ON M4H 1C4,Canada",4.0,153
Chula Taberna Mexicana,"1058 Gerrard Street E,Toronto, ON M4M 3A6,Canada",4.0,151
Pizzeria Defina,"321 Roncesvalles Ave,Toronto, ON M6R 2M6,Canada",4.0,151
MEXITACO,"1109 Victoria Park Avenue,Toronto, ON M4B 2K2,Canada",4.0,151
Lazy Daisy's Cafe,"1515 Gerrard Street E,Toronto, ON M4L 2A5,Canada",4.0,149
Gyukatsu Kyoto Katsugyu,"134 Dundas Street E,Toronto, ON M5B 1E2,Canada",4.0,148
Fresca Pizza & Pasta,"302 College Street,Toronto, ON M5T 3M1,Canada",4.0,148
M'Zaar Restaurant,"668 Yonge Street,Toronto, ON M4Y 2A6,Canada",4.0,148
Reposado Bar & Lounge,"136 Ossington Avenue,Toronto, ON M6J 2Z5,Canada",4.0,147
Planta Queen,"180 Queen Street W,Toronto, ON M5V 3X3,Canada",4.0,146
The Keg Steakhouse + Bar - Esplanade,"26 The Esplanade,Toronto, ON M5E 1A7,Canada",4.0,145
Morton's The Steakhouse,"4 Avenue Road,Prince Arthur,Toronto, ON M5R 2E8,Canada",4.0,144
Tori's Bakeshop,"2188 Queen Street E,Toronto, ON M4E 1E6,Canada",4.0,143
Hazel's Diner,"3401 Yonge Street,North York, ON M4N 2M8,Canada",4.0,143
The Keg Steakhouse + Bar,"560 King Street W,Toronto, ON M5V 1M3,Canada",4.0,143
Sake Bar Kushi,"257 Eglinton Avenue W,Toronto, ON M4R 1B1,Canada",4.0,142
Voodoo Child,"388 College Street,Toronto, ON M5T 1S7,Canada",4.0,142
SPIN Toronto,"461 King St W,Lower Level,Toronto, ON M5V 1K4,Canada",4.0,142
Little Coxwell Vietnamese And Thai Cuisine,"986 Coxwell Avenue,East York, ON M4C 3G5,Canada",4.0,142
Fudao noodle house,"358 Spadina ave,Toronto, ON M5T 2G4,Canada",4.0,142
Anh Dao,"383 spadina Avenue,Toronto, ON M5T 2G6,Canada",4.0,141
Danforth Pizza House,"920 Danforth Avenue,Toronto, ON M4J 1L9,Canada",4.0,141
Jumbo Empanadas,"245 Augusta Avenue,Toronto, ON M5T 1M5,Canada",4.0,141
The Omni King Edward Hotel,"37 King Street E,Toronto, ON M5C 1E9,Canada",4.0,140
Naan & Kabob,"691 Yonge Street,Toronto, ON M4Y 2B2,Canada",4.0,140
Khmer Thai Restaurant,"1018 St Clair Avenue W,Toronto, ON M6E 1A4,Canada",4.0,138
Storm Crow Manor,"580 Church Street,Toronto, ON M4Y 2E5,Canada",4.0,138
Nimman Thai Cuisine,"2451 Lakeshore Boulevard W,Toronto, ON M8V 1C5,Canada",4.0,138
Avenue Open Kitchen,"7 Camden Street,Toronto, ON M5V 1V2,Canada",4.0,137
Mama's Boys Burgers,"480 Danforth Road,Toronto, ON M1K 1C7,Canada",4.0,137
Sea Witch Fish and Chips,"636 Saint Clair Avenue W,Toronto, ON M6C 1A9,Canada",4.0,136
Koyoi Restaurant & Bar,"2 Irwin Avenue,Toronto, ON M4Y 1K9,Canada",4.0,135
Mi Mi Restaurant,"688 Gerrard Street E,Toronto, ON M4M 1Y3,Canada",4.0,135
Bunner's,"3054 Dundas Street W,Toronto, ON M6P 1Z7,Canada",4.0,135
Utsav,"69 Yorkville Ave,Toronto, ON M5R 1B8,Canada",4.0,134
Dzo Viet Eatery,"308 Dundas Street W,Toronto, ON M5T 1G4,Canada",4.0,132
Madrina Bar y Tapas,"2 Trinity Street,Toronto, ON M5A 3C4,Canada",4.0,132
Sophie's,"1614 Bayview Avenue,Toronto, ON M4G 3B7,Canada",4.0,131
Ascari,"1111 Queen Street E,Toronto, ON M4M,Canada",4.0,129
Fabarnak Community Cafe and Catering,"519 Church Street,Toronto, ON M4Y 2C9,Canada",4.0,127
Thrive Organic Kitchen & Café,"3473 Lake Shore Boulevard W,Toronto, ON M8W 1N5,Canada",4.0,127
Stelvio,"791 Dundas Street W,Toronto, ON M6J 1V2,Canada",4.0,126
Rhum Corner,"926 Dundas Street W,Toronto, ON M6J 1W3,Canada",4.0,126
Giulietta,"972 College Street,Toronto, ON M6H 1A5,Canada",4.0,125
Chiado,"864 College Street,Toronto, ON M6H 1A3,Canada",4.0,124
Fratelli Village Pizzeria,"384 Old Kingston Road,Scarborough, ON M1C 1B6,Canada",4.0,124
Library Bar,"100 Front Street W,Fairmont Royal York,Toronto, ON M5J 1E3,Canada",4.0,123
Omai Restaurant,"3 Baldwin Street,Toronto, ON M5T 1L1,Canada",4.0,123
Northwood,"815 W Bloor Street,Toronto, ON M6G 1M1,Canada",4.0,123
Tango Palace Coffee Company,"1156 Queen Street E,Toronto, ON M4M 1L2,Canada",4.0,123
Three Speed,"1163 Bloor St W,Toronto, ON M6H 1M9,Canada",4.0,123
Simit & Chai,"787 King Street W,Toronto, ON M5V 1N4,Canada",4.0,123
Ristorante Sotto Sotto,"120 Avenue Road,Toronto, ON M5R 2H4,Canada",4.0,121
Té,"70 Ossington Avenue,Toronto, ON M6J 2Y7,Canada",4.0,121
Leslieville Pumps,"913 Queen Street E,Toronto, ON M4M 1J4,Canada",4.0,120
Edulis,"169 Niagara Street,Toronto, ON M5V,Canada",4.0,120
Istanbul Cafe & Espresso Bar,"174 Eglinton Avenue E,Toronto, ON M4P 1A6,Canada",4.0,120
Chiang Mai,"84 Park Lawn Rd,Toronto, ON M8Y 0B6,Canada",4.0,120
Chaban,"872 The Queensway,Toronto, ON M8Z 1N7,Canada",4.0,120
"The Ritz-Carlton, Toronto","181 Wellington Street W,Toronto, ON M5V 3G7,Canada",4.0,119
Bolet's Burrito,"134 Lower Sherbourne,Toronto, ON M5A 1K5,Canada",4.0,119
John & Sons Oyster House,"56 Temperance Street,Toronto, ON M5H,Canada",4.0,119
The Reservoir Lounge,"52  Wellington Street E,Toronto, ON M5E 1C8,Canada",4.0,119
Hong Kong Bistro Cafe,"472 Dundas Street W,Toronto, ON M5T 1G8,Canada",4.0,118
Local 1794,"1794 Danforth Avenue,Toronto, ON M4C 1H8,Canada",4.0,118
Dessert Lady Café,"12 Cumberland St,Toronto, ON M4W 1J5,Canada",4.0,117
Pizzeria Libretto,"545 King Street W,Toronto, ON M5V 1M1,Canada",4.0,117
Knuckle Sandwich,"969 Coxwell Avenue,Toronto, ON M4C 3G4,Canada",4.0,117
Ha Gow Dim Sum House,"988 Danforth Avenue,Toronto, ON M4J 1M1,Canada",4.0,116
7 Numbers Restaurant,"516 Eglinton Avenue W,Toronto, ON M5N 1A5,Canada",4.0,116
Sakawa Coffee & Japanese Restaurant,"867 Danforth Ave,Toronto, ON M4J 1L8,Canada",4.0,115
Isaan Der,"2961 Dundas Street W,Toronto, ON M6P 1Z2,Canada",4.0,115
Pat's Homestyle Jamaican Restaurant,"558 Queen Street W,Toronto, ON M5V 2B5,Canada",4.0,114
Chick-fil-A,"709 Yonge St,Toronto, ON M4Y 2B6,Canada",4.0,114
Sushi Supreme,"1995 Yonge Street,Toronto, ON M4S 1Z8,Canada",4.0,113
Hello 123,"1122 Queen Street W,Toronto, ON M6J 1H9,Canada",4.0,113
Rendez-Vous,"1408 Danforth Avenue,Toronto, ON M4J 1M9,Canada",4.0,113
Forget Me Not Cafe,"506 Adelaide Street W,Toronto, ON M5V 1T5,Canada",4.0,113
Hendriks Restaurant & Bar,"218 Yonge Street,Toronto, ON M5B 2H6,Canada",4.0,112
Darvish Restaurant,"508 Yonge Street,Toronto, ON M4Y 1X9,Canada",4.0,112
The Mugshot Tavern,"1729 Bloor Street W,Toronto, ON M6P 1B2,Canada",4.0,112
Sunny Morning,"1392 Yonge Street,Toronto, ON M4T 1Y5,Canada",4.0,112
Jz's Pizza,"232 Wellington Street W,Toronto, ON M5V 3W1,Canada",4.0,112
Shinobu Sushi,"3403 Yonge Street,North York, ON M4N 2M8,Canada",4.0,111
'ONO Poké Bar,"100 Western Battery Road,Unit 2,Toronto, ON M6K 3S2,Canada",4.0,110
Konjiki Ramen Downtown,"41 Elm Street,Toronto, ON M5G 1H1,Canada",4.0,109
Curry Twist Restaurant,"3034 Dundas Street W,Toronto, ON M6P 1Z3,Canada",4.0,109
Rolltation,"2291 Yonge Street,Toronto, ON M4P 2C6,Canada",4.0,109
Gushi Japanese Street Food,"707 Dundas Street W,Toronto, ON M5T 2W6,Canada",4.0,109
Ardo Restaurant,"243 King Street E,Toronto, ON M5A 1J9,Canada",4.0,107
Chew Chew's Diner,"186 Carlton Street,Toronto, ON M5A 2K6,Canada",4.0,106
P.J. O'Brien Irish Pub and Restaurant,"39 Colborne St,Toronto, ON M5E 1E3,Canada",4.0,106
Bolan Thai Cuisine,"709 Mount Pleasant Road,Toronto, ON M4S 2N4,Canada",4.0,106
Death in Venice Gelato,"1418 Dundas Street W,Toronto, ON M6J 1Y5,Canada",4.0,106
Pai Northern Thai Kitchen,"2335 Yonge Street,Toronto, ON M4P 2E6,Canada",4.0,106
Maple Leaf Tavern,"955 Gerrard Street E,Toronto, ON M4M 1Z4,Canada",4.0,105
Aztec's Mine,"1986 Bloor Street W,Toronto, ON M6P 3K9,Canada",4.0,105
No Bull Burgers,"1019 Kingston Road,Toronto, ON M4E 1T3,Canada",4.0,105
Maker Pizza,"1537 Avenue Road,Toronto, ON M5M 3X3,Canada",4.0,105
CC Lounge & Whisky Bar,"45 Front Street E,Toronto, ON M5E 1B3,Canada",4.0,104
Maison Selby,"592 Sherbourne Street,Toronto, ON M4X 1L4,Canada",4.0,103
Lalibela Ethiopian Restaurant,"1202 Danforth Avenue,Toronto, ON M4J,Canada",4.0,103
Tallboys Craft Beer House,"838 Bloor Street W,Toronto, ON M6G 1M2,Canada",4.0,102
Nugateau Patisserie,"717 Queen Street W,Toronto, ON M6J 1E6,Canada",4.0,102
Pig Out BBQ,"650 Spadina Avenue,Toronto, ON M5S 2H7,Canada",4.0,101
Caffino Ristorante,"1185 King Street W,Toronto, ON M6K 3C5,Canada",4.0,101
Imanishi Japanese Kitchen,"1330 Dundas Street W,Toronto, ON M6J 1Y1,Canada",4.0,101
Goods & Provisions,"1124 Queen Street E,Toronto, ON M4M,Canada",4.0,100
Sheherzade Persian Grill And Dizi,"422 College St W,Toronto, ON M5T,Canada",4.0,100
Marcello’s pizzeria,"1163 Saint Clair Avenue W,Toronto, ON M6E 1B2,Canada",4.0,98
College Falafel,"450 Ossington Ave,Toronto, ON M6G 3T2,Canada",4.0,98
Morgan's On the Danforth,"1282 Danforth Avenue,Toronto, ON M4J 1M6,Canada",4.0,98
Il Paesano Pizzeria & Restaurant,"396 Brown's Line,Etobicoke, ON M8W 3T8,Canada",4.0,98
Dino's Wood Burning Pizza,"820 The Queensway,Toronto, ON M8Z 1N6,Canada",4.0,98
Raps Authentic Jamaican,"1541 Eglinton Avenue W,York, ON M6E 2G7,Canada",4.0,98
Khau Gully,"1991 Yonge Street,Toronto, ON M4S 1Z8,Canada",4.0,96
Shangrila Tibetan & Asian Cuisine,"1600 Queen Street W,Toronto, ON M6R 1A8,Canada",4.0,96
La Diperie,"372 Danforth Avenue,Toronto, ON M4K 1P1,Canada",4.0,96
Fresh On Front,"47 Front Street E,Toronto, ON M5E 1B3,Canada",4.0,96
Bua Thai Restaurant,"743 The Queensway,Etobicoke, ON M8Z 1M8,Canada",4.0,96
African Palace,"977 Bloor Street W,Toronto, ON M6H 1L7,Canada",4.0,95
Pizza-Pide,"949 Gerrard Street E,Toronto, ON M4M 1Z1,Canada",4.0,94
Ezra's Pound,"238 Dupont Street,Toronto, ON M5R 1V7,Canada",4.0,94
Jerusalem Restaurant,"955 Eglinton Avenue W,York, ON M6C 2C4,Canada",4.0,94
Rahier Patisserie,"1586 Bayview Avenue,Toronto, ON M4G 3B7,Canada",4.0,94
Bobbette & Belle,"3347 Yonge Street,Toronto, ON M4N 2M4,Canada",4.0,94
Sansotei Ramen,"115 Fort York Boulevard,Toronto, ON M5V 0K2,Canada",4.0,93
The Empanada Company,"122 Fortieth Street,Etobicoke, ON M8W 3N3,Canada",4.0,93
Parallel,"217 Geary Avenue,Toronto, ON M6H 2C1,Canada",4.0,92
Kibo Sushi House,"1169 Queen Street E,Toronto, ON M4M 1L5,Canada",4.0,92
Residence Inn by Marriott Toronto Downtown,"255 Wellington Street W,Toronto, ON M5V 3P9,Canada",4.0,92
Sher-E-Punjab,"351 Danforth Avenue,Toronto, ON M4K 1N7,Canada",4.0,92
Yumei Sushi,"2116 Queen Street E,Toronto, ON M4E 1E2,Canada",4.0,92
Fusaro's,"294 Richmond Street East,Toronto, ON M5A 4S7,Canada",4.0,91
Akai Sushi,"168 Major Street,Toronto, ON M5S 2L3,Canada",4.0,91
Ali's West Indian Roti Shop,"1446 Queen Street W,Toronto, ON M6K 1M2,Canada",4.0,91
KINTON RAMEN,"90 Eglinton Avenue E,Unit 108,Toronto, ON M4P 2Y3,Canada",4.0,91
Nunu Ethiopian Fusion,"1178 Queen Street W,Toronto, ON M6J 2J5,Canada",4.0,91
Que Ling Restaurant,"248 Boulton Avenue,Toronto, ON M4M 2K1,Canada",4.0,90
Maurya East Indian Roti,"2481 Lakeshore Boulevard W,Etobicoke, ON M8V 1C5,Canada",4.0,90
Momiji Sushi Bar and Grill,"2955 Bloor Street W,Etobicoke, ON M8X 1B8,Canada",4.0,90
Imonay House Restaurant,"665 Bloor Street W,Toronto, ON M6G 1L1,Canada",4.0,89
Athens Restaurant,"707 Danforth Avenue,Toronto, ON M4J 1L2,Canada",4.0,88
Mr Jerk,"209 Wellesley Street E,Toronto, ON M4X 1G1,Canada",4.0,88
Hogtown Vegan,"382 College Street,Toronto, ON M5T 1S7,Canada",4.0,88
Genji Sushi,"2899 Steeles Avenue W,Unit 15,North York, ON M3J 3A1,Canada",4.0,88
Park Hyatt,"4 Avenue Road,Toronto, ON M5R 2E8,Canada",4.0,87
El Charro,"788 Broadview ave,Toronto, ON M4K 2P7,Canada",4.0,87
Bamiyan Kabob,"4205 Keele St,Toronto, ON M3J 2N8,Canada",4.0,87
Pizza e Pazzi,"1182 St Clair Avenue W,Toronto, ON M6E 1B4,Canada",4.0,86
Portici,"6 Scollard Street,Toronto, ON M5R 1E9,Canada",4.0,86
ViVetha Bistro,"2485 Queen Street E,Toronto, ON M4E 1H9,Canada",4.0,86
Bob's Bulgogi,"105 Victoria Street,Toronto, ON M5C 3B4,Canada",4.0,85
The Greek Grill,"128 O'Connor Drive,Toronto, ON M4J 2S4,Canada",4.0,85
Noce Restaurant,"875 Queen Street W,Toronto, ON M6J 1G5,Canada",4.0,85
Shoushin,"3328 Yonge Street,Toronto, ON M4N 2M4,Canada",4.0,85
Marriott Downtown at CF Toronto Eaton Centre,"525 Bay Street,Toronto, ON M5G 2L2,Canada",4.0,84
Pho House,"625 Gerrard Street E,Toronto, ON M4M 1Y3,Canada",4.0,84
Siempre Restaurant,"348 Front Street W,Toronto, ON M5V 3W7,Canada",4.0,84
Minami Toronto,"225 King Street W,Toronto, ON M5V 3M2,Canada",4.0,84
Xola Mexican Food,"2222A Queen Street  E,Toronto, ON M4E 1H2,Canada",4.0,84
Yaya Greek Bistro,"1186 Queen Street E,Toronto, ON M4M 1L4,Canada",4.0,83
Hancook Cheese Dakgalbi,"605 Bloor Street W,Toronto, ON M6G 1K6,Canada",4.0,83
Craque de Creme,"1360 Bathurst Street,Toronto, ON M5R 3H7,Canada",4.0,83
Annette Food Market,"240 Annette Street,Toronto, ON M6P 1R1,Canada",4.0,83
Green Eggplant Restaurant,"2022 Queen Street E,Toronto, ON M4L 1J4,Canada",4.0,83
DeSotos Eatery,"1079 St Clair Avenue West,Toronto, ON M6H 3E4,Canada",4.0,82
Batifole Restaurant,"744 Gerrard Street E,Toronto, ON M4M 1Y3,Canada",4.0,82
Grillies,"2632 Danforth avenue,Toronto, ON M4C 1L7,Canada",4.0,82
Baker and Scone,"693 St. Clair W,Toronto, ON M6C 1B2,Canada",4.0,82
Coffee Oysters Champagne,"214 King Street W,Suite B1,Toronto, ON M5H 3S6,Canada",4.0,82
Brickworks Cider House,"709 Queen Street E,Toronto, ON M4M 1H1,Canada",4.0,81
Len Duckworth Fish & Chips,"2638 Danforth Avenue,Toronto, ON M4C 1L7,Canada",4.0,81
Ryukyu Shinmen Tondou Ramen,"596 College Street,Toronto, ON M6G 1B4,Canada",4.0,81
King's Tacos,"1190 St Clair Avenue W,Toronto, ON M6E 1B4,Canada",4.0,80
Kiro Sushi,"4 Collier Street,Toronto, ON M4W 2G8,Canada",4.0,80
Mogouyuan Hand-Pulled Noodles,"760 Yonge St,Toronto, ON M4Y 2B6,Canada",4.0,80
Three Monks and a Duck,"811 Queen Street W,Toronto, ON M6J 1G1,Canada",4.0,79
Bi Bim Bap,"950 Eglinton Avenue W,Toronto, ON M6C 2C2,Canada",4.0,79
Regency Restaurant,"1423 Gerrard Street E,Toronto, ON M4L 1Z7,Canada",4.0,78
Mr.Tonkatsu,"548 Yonge Street,Toronto, ON M4Y 1Y8,Canada",4.0,78
The Night Baker,"825 College Street,Toronto, ON M6G 1C9,Canada",4.0,78
Hina Sushi,"769 the Queensway,Toronto, ON M8Z 1N1,Canada",4.0,78
Purple Penguin Cafe,"889 Queen Street E,Toronto, ON M4M 1J4,Canada",4.0,77
Lan Sushi,"35 - 1500 Royal York Road,Toronto, ON M9P 3B6,Canada",4.0,77
The Bagel House,"1438 Yonge Street,Toronto, ON M4T 1Y7,Canada",4.0,76
Sushi Maido Japanese Restaurant,"364 Bloor Street W,Toronto, ON M5S 1X2,Canada",4.0,76
Jules Bistro,"924 Queen Street West,Toronto, ON M6J 1G6,Canada",4.0,76
Chop Chop,"771 Dundas Street W,Toronto, ON M6J 1T9,Canada",4.0,76
Absolute Comedy,"2335 Yonge Street,Toronto, ON M4P 2C8,Canada",4.0,76
Lime Asian Kitchen,"3243 Yonge Street,Toronto, ON M4N 2L5,Canada",4.0,76
Leslie Jones,"1182 Queen Street E,Toronto, ON M4M 1L4,Canada",4.0,75
Tropical Joe's,"Gerrard Square Mall,1000 Gerrard St E, Unit 1D,Toronto, ON M4M 3G6,Canada",4.0,75
Gus Tacos,"225 Augusta Avenue,Toronto, ON M5T 2L4,Canada",4.0,75
Loaded Pierogi,"839 Queen Street W,Toronto, ON M6J 1G4,Canada",4.0,75
Casa Di Giorgios,"1646 Queen St E,Toronto, ON M4L 1G3,Canada",4.0,74
Uncle Tony's,"38 Wellington St East,Toronto, ON M5E 1C7,Canada",4.0,74
Green Earth Vegan Cuisine,"804 Danforth Avenue,Toronto, ON M4J 1L2,Canada",4.0,74
Sportsnet Grill,"1 Blue Jays Way,Toronto, ON M5V,Canada",4.0,74
Bukhara Grill,"2241A Bloor Street W,Toronto, ON M6S 1N7,Canada",4.0,74
Yanagi Sushi,"1524 Danforth Avenue,Toronto, ON M4J 1N4,Canada",4.0,74
Opus Restaurant,"37 Prince Arthur Avenue,Toronto, ON M5R 1B2,Canada",4.0,73
La Vinia,"2350 Lakeshore Boulevard W,Toronto, ON M8V 1B8,Canada",4.0,73
EAT BKK Thai Kitchen,"898 Queen Street E,Toronto, ON M4M 1J3,Canada",4.0,72
Norling,"1512 Queen Street W,Toronto, ON M6R 1A4,Canada",4.0,72
Skyline Restaurant,"1426 Queen Street W,Toronto, ON M6K 1L9,Canada",4.0,72
Bodega Henriette,"1801 Gerrard Street E,Toronto, ON M4L 2B4,Canada",4.0,72
Lola Sushi,"2070 Yonge Street,Toronto, ON M4S 2A3,Canada",4.0,71
Mayrik,"1580 Bayview Avenue,Toronto, ON M4G 3B7,Canada",4.0,71
KINKA IZAKAYA HARBOURFRONT,"110 Harbour Street,Unit 108B,Toronto, ON M5J 0B7,Canada",4.0,70
Liberty Commons at Big Rock Brewery,"42 Liberty Street,Toronto, ON M6K 3E7,Canada",4.0,70
Nations Experience,"1980 St Clair Avenue W,Toronto, ON M6N 4X9,Canada",4.0,70
Tsaa Tea Shop,"412 Danforth Avenue,Toronto, ON M4K 1P3,Canada",4.0,70
Kibo Sushi House,"533 Parliament Street,Toronto, ON M4X 1P3,Canada",4.0,70
Mexico Lindo,"1618 Bayview Ave,Toronto, ON M4S 1T3,Canada",4.0,70
Red Cranberries Restaurant,"601 Parliament Street,Toronto, ON M4X 1P9,Canada",4.0,69
Nakayoshi Izakaya,"812 Danforth Avenue,Toronto, ON M4J 1L2,Canada",4.0,69
Neon Commissary,"241 Wallace Avenue,Toronto, ON M6H 1V5,Canada",4.0,69
Masseria,"577 King Street W,Toronto, ON M5V 1M1,Canada",4.0,69
Hacienda las Américas,"424 College Street,Toronto, ON M5T 1T3,Canada",4.0,69
Creeds Coffee Bar,"450 Dupont Street,Toronto, ON M5R 3P3,Canada",4.0,68
Quetzal,"419 College Street,Toronto, ON M5T 1T1,Canada",4.0,68
Hotel Gelato,"532 Eglinton Avenue W,Toronto, ON M5N 1B4,Canada",4.0,68
Bryden's,"2455 Bloor Street W,Toronto, ON M6S 1P7,Canada",4.0,68
Urban Hakka,"3305 Yonge Street,Toronto, ON M4N 2L8,Canada",4.0,68
MaMa Chef Korean Restaurant,"648 Bloor Street W,Toronto, ON M6G 1K9,Canada",4.0,67
Pinkerton Snack Bar,"1026 Gerrard Street E,Toronto, ON M4M 1Z5,Canada",4.0,67
Magical Taste of China,"476 Dundas Street,Toronto, ON M5T 1G6,Canada",4.0,67
Regina Pizzeria & Trattoria,"782 College Street,Toronto, ON M6G 1C6,Canada",4.0,67
Selam Restaurant & Lounge,"812 Bloor Street W,Toronto, ON M6G 1L9,Canada",4.0,67
Harbourfront Centre,"235 Queens Quay W,Toronto, ON M5J 2G8,Canada",4.0,66
Cafe Neon,"1024 Queen Street W,Toronto, ON M6J 1H6,Canada",4.0,66
Rorschach Brewing Company,"1001 Eastern Avenue,Toronto, ON M4L 1A8,Canada",4.0,65
The Famous Indian Cuisine,"1410 Gerrard Street E,Toronto, ON M4L 1Z4,Canada",4.0,65
Reliable Fish & Chips,"954 Queen Street E,Toronto, ON M4M 1J7,Canada",4.0,65
Schmaltz Appetizing,"414 Dupont Street,Toronto, ON M5R 1V9,Canada",4.0,65
Avocado Sushi,"1105 Bay Street,Toronto, ON M5S 2B3,Canada",4.0,64
Mother Tongue,"348 Adelaide Street W,Toronto, ON M5W 1R7,Canada",4.0,64
Pii Nong Thai,"1677 Bayview Avenue,Toronto, ON M4G 3C1,Canada",4.0,64
Rio 40 Restaurant,"1256 Saint Clair Avenue West,Toronto, ON M6E 1B9,Canada",4.0,63
Victor,"30 Mercer St,Toronto, ON M5V,Canada",4.0,63
King Rustic,"905 King Street W,Toronto, ON M5V 1P5,Canada",4.0,63
